id,type,latitude,longitude,streetName,streetNumber,altitude,slots,bikes,nearbyStations,status,updateTime
3,BIKE,41.44586,2.176413,Passeig de Gracia,272,35,24,21,"21,48,6",OPN,01/03/19 09:25:39
3,BIKE,41.44586,2.176413,Passeig de Gracia,18,35,24,9,"8,46",OPN,10/03/19 09:07:47
3,BIKE,41.44586,2.176413,Passeig de Gracia,183,35,24,8,"31,32,33",OPN,11/03/19 13:12:36
3,BIKE,,2.176413,Passeig de Gracia,85,35,24,19,"21,20,50,5",OPN,01/03/19 12:42:43
3,BIKE,41.44586,2.176413,Passeig de Gracia,69,35,24,3,"22,20,7",OPN,18/03/19 06:10:06
3,BIKE,41.44586,2.176413,Passeig de Gracia,14,35,24,13,"8,23",OPN,18/03/19 08:07:30
3,BIKE,41.44586,2.176413,Passeig de Gracia,288,35,24,10,"34,35,19",OPN,01/03/19 08:03:52
3,BIKE,41.44586,2.176413,Passeig de Gracia,137,35,24,4,"3,48,21",OPN,18/03/19 12:01:23
3,BIKE,41.44586,,Passeig de Gracia,110,35,24,15,"36,8,45",OPN,01/03/19 09:26:53
3,BIKE,41.44586,2.176413,Passeig de Gracia,237,35,24,8,"7,35",OPN,16/03/19 08:29:07
3,BIKE,41.44586,2.176413,Passeig de Gracia,13,35,24,4,"43,8",OPN,02/03/19 12:37:58
3,BIKE,41.44586,2.176413,Passeig de Gracia,181,35,24,16,"46,44",OPN,05/03/19 22:34:47
3,BIKE,41.44586,2.176413,Passeig de Gracia,158,35,24,4,"37,41",OPN,16/03/19 08:32:37
3,BIKE,41.44586,2.176413,Passeig de Gracia,177,35,24,16,"9,45,1",OPN,01/03/19 09:59:37
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,40,87,38,6,"31,9,3",OPN,06/03/19 09:14:56
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,304,87,38,16,"30,19,25",OPN,16/03/19 17:42:22
4,BIKE,41.429737,,Passeig de Sant Joan,s/n,87,38,31,"30,51,11",OPN,13/03/19 17:04:09
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,217,87,38,8,"41,44,35,47",OPN,03/03/19 17:50:55
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,239,87,38,29,"13,46,35,5",OPN,07/03/19 07:21:06
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,110,87,38,28,"42,52,7,11",OPN,13/03/19 09:20:39
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,42,87,38,35,"17,7,21,29",OPN,17/03/19 18:08:15
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,95,87,38,6,"8,48,44",OPN,01/03/19 08:30:55
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,258,87,38,27,"8,25",OPN,15/03/19 23:23:58
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,290,87,38,36,"18,36,10,26",OPN,01/03/19 08:58:28
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,299,87,38,29,"13,36",OPN,03/03/19 09:10:31
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,73,87,38,7,"41,35",OPN,09/03/19 09:25:27
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,194,87,38,32,"5,6,31,38",OPN,18/03/19 09:54:25
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,49,87,38,4,"15,43,17",OPN,05/03/19 18:48:56
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,227,87,38,22,"13,11,9,24",OPN,13/03/19 07:45:17
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,133,87,38,19,"48,49",OPN,15/03/19 12:31:57
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,228,87,38,20,"41,10,35",OPN,13/03/19 13:52:39
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,219,87,38,20,"37,32",OPN,02/03/19 18:13:57
4,ELECTRIC_BIKE,41.429737,2.182458,Passeig de Sant Joan,317,87,38,1,"44,32",OPN,04/03/19 13:48:36
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,156,87,38,19,"36,11,31,5",OPN,01/03/19 22:34:49
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,109,87,38,36,"50,4,29",OPN,03/03/19 19:20:29
4,BIKE,,,Passeig de Sant Joan,169,87,38,17,"32,52",OPN,01/03/19 08:13:27
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,52,87,38,10,"41,8,48,16",OPN,08/03/19 18:31:15
4,BIKE,41.429737,2.182458,Passeig de Sant Joan,36,87,38,38,"25,43",OPN,01/03/19 22:00:12
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,166,95,39,3,"11,45",OPN,04/03/19 08:42:02
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,264,95,39,19,"34,5,31,43",OPN,08/03/19 13:14:23
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,171,95,39,20,,OPN,10/03/19 08:23:59
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,250,95,39,19,"31,39,34",OPN,15/03/19 13:11:56
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,57,95,39,36,"5,40",OPN,09/03/19 06:27:41
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,144,95,39,16,"15,17",OPN,02/03/19 17:22:21
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,196,95,39,38,"37,39,23",OPN,01/03/19 08:11:31
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,111,95,39,2,"49,13,39,35",OPN,04/03/19 12:53:45
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,5,95,39,29,"12,52,21",OPN,14/03/19 01:45:00
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,24,95,39,23,"6,30,24",OPN,01/03/19 17:23:55
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,296,95,39,9,"8,20,14",OPN,01/03/19 09:03:52
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,194,95,39,9,"34,31",OPN,09/03/19 13:50:58
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,85,95,39,28,"4,40,20",OPN,01/03/19 08:41:05
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,83,95,39,25,"52,8,12",OPN,04/03/19 07:33:56
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,13,95,39,24,"16,1,46,31",OPN,13/03/19 09:36:36
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,302,95,39,2,"48,19,12,35",OPN,13/03/19 22:00:33
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,35,95,39,23,"11,51,38",OPN,03/03/19 08:28:10
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,243,95,39,39,"33,36",OPN,04/03/19 17:11:29
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,77,95,39,0,"26,11,46,13",OPN,05/03/19 02:39:21
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,108,95,39,18,"40,32",OPN,01/03/19 17:55:59
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,88,95,39,19,"24,11,32,25",OPN,05/03/19 08:31:20
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,264,95,39,35,"12,14,32",OPN,13/03/19 09:36:13
5,BIKE,41.369418,2.156713,Carrer de Pau Claris,11,95,39,11,"13,9",OPN,17/03/19 08:40:56
5,ELECTRIC_BIKE,41.369418,2.156713,Carrer de Pau Claris,113,95,39,19,"4,20",OPN,17/03/19 06:55:11
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,90,56,30,22,"33,8,21,10",OPN,17/03/19 08:02:54
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,88,56,30,1,"1,28",OPN,01/03/19 08:18:57
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,62,56,30,24,"42,29",OPN,14/03/19 09:16:18
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,292,56,30,25,"45,1",OPN,05/03/19 22:42:41
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,121,56,30,22,"32,1,17",OPN,01/03/19 09:26:47
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,134,56,30,20,"51,12,52,14",OPN,01/03/19 19:46:32
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,123,56,30,23,"40,43",OPN,05/03/19 09:28:41
6,ELECTRIC_BIKE,41.457562,2.165499,Carrer de Pau Claris,313,56,30,24,"11,16,48",OPN,02/03/19 06:58:07
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,109,56,30,28,"47,40,27,21",OPN,01/03/19 08:46:30
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,109,56,30,13,"44,21",OPN,09/03/19 08:01:30
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,105,56,30,14,"47,24",OPN,09/03/19 08:59:33
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,105,56,30,19,"17,5",OPN,01/03/19 18:57:56
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,29,56,30,5,"13,9,52",OPN,01/03/19 17:02:49
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,193,56,30,26,"10,3",OPN,15/03/19 12:23:36
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,9,56,30,23,"4,38,15,33",OPN,01/03/19 09:58:24
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,73,56,30,19,"22,10,32,2",OPN,16/03/19 08:50:24
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,65,56,30,9,,OPN,17/03/19 13:28:01
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,93,56,30,10,"32,8,9",OPN,15/03/19 06:32:33
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,242,56,30,13,"50,34,51,14",OPN,09/03/19 07:01:15
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,192,56,30,20,"40,4,24,17",OPN,17/03/19 08:33:53
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,317,56,30,24,"14,28",OPN,02/03/19 07:39:46
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,113,56,30,20,,OPN,02/03/19 17:21:54
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,297,56,30,28,"29,46",OPN,13/03/19 01:18:59
6,BIKE,41.457562,2.165499,Carrer de Pau Claris,15,56,30,29,"3,37,14,27",OPN,09/03/19 07:49:24
7,BIKE,41.436114,2.131184,Avinguda Meridiana,161,89,27,19,"4,41,3",OPN,01/03/19 19:26:25
7,BIKE,41.436114,2.131184,Avinguda Meridiana,255,89,27,10,"31,16",OPN,01/03/19 23:15:36
7,BIKE,41.436114,2.131184,Avinguda Meridiana,170,89,27,16,"52,4,50",OPN,14/03/19 09:22:25
7,BIKE,41.436114,2.131184,Avinguda Meridiana,298,89,27,11,"39,2,32",OPN,01/03/19 09:29:16
7,BIKE,41.436114,2.131184,Avinguda Meridiana,101,89,27,17,"16,44",OPN,15/03/19 18:15:42
7,BIKE,41.436114,2.131184,Avinguda Meridiana,11,89,27,22,"9,32,1",OPN,18/03/19 01:33:27
7,BIKE,41.436114,2.131184,Avinguda Meridiana,247,89,27,10,"26,10,7,20",OPN,02/03/19 09:51:56
7,BIKE,41.436114,2.131184,Avinguda Meridiana,22,89,27,14,"3,25,47,40",OPN,01/03/19 06:44:13
7,ELECTRIC_BIKE,41.436114,2.131184,Avinguda Meridiana,244,89,27,1,"52,50",OPN,06/03/19 08:13:26
7,BIKE,41.436114,2.131184,Avinguda Meridiana,234,89,27,20,"37,5",OPN,05/03/19 23:28:31
7,ELECTRIC_BIKE,41.436114,2.131184,Avinguda Meridiana,270,89,27,13,"13,36",OPN,06/03/19 17:32:54
7,BIKE,41.436114,2.131184,Avinguda Meridiana,153,89,27,12,"29,10",OPN,01/03/19 23:40:34
7,ELECTRIC_BIKE,41.436114,2.131184,Avinguda Meridiana,286,89,27,14,"35,15,30,51",OPN,14/03/19 17:45:04
7,BIKE,41.436114,2.131184,Avinguda Meridiana,55,89,27,6,"36,50,25",OPN,01/03/19 13:29:20
7,ELECTRIC_BIKE,41.436114,2.131184,Avinguda Meridiana,139,89,27,16,"39,45",OPN,07/03/19 17:18:53
7,BIKE,41.436114,2.131184,Avinguda Meridiana,39,89,27,20,"2,1,26,33",OPN,01/03/19 13:39:16
7,BIKE,41.436114,2.131184,Avinguda Meridiana,245,89,27,9,,OPN,01/03/19 09:07:20
7,BIKE,41.436114,2.131184,Avinguda Meridiana,228,89,27,3,"45,52,8,36",OPN,02/03/19 08:40:09
7,BIKE,41.436114,2.131184,Avinguda Meridiana,258,89,27,10,"32,10",OPN,05/03/19 09:53:43
7,BIKE,41.436114,2.131184,Avinguda Meridiana,244,89,27,5,"29,26",OPN,09/03/19 08:42:08
7,BIKE,41.436114,2.131184,Avinguda Meridiana,99,89,27,10,"40,34",OPN,01/03/19 09:26:22
7,BIKE,41.436114,2.131184,Avinguda Meridiana,22,89,27,17,"31,29",OPN,16/03/19 07:49:42
7,BIKE,41.436114,2.131184,Avinguda Meridiana,297,89,27,3,"8,49,30",OPN,01/03/19 12:31:53
7,ELECTRIC_BIKE,41.436114,2.131184,Avinguda Meridiana,158,89,27,20,"48,43",OPN,03/03/19 08:32:13
8,BIKE,41.438606,2.129162,Via Laietana,31,36,25,5,"45,48,32,27",OPN,13/03/19 08:51:19
8,ELECTRIC_BIKE,41.438606,2.129162,Via Laietana,296,36,25,23,,OPN,07/03/19 09:11:07
8,BIKE,41.438606,2.129162,Via Laietana,318,36,25,19,"5,32,10,18",OPN,03/03/19 07:46:26
8,BIKE,41.438606,2.129162,Via Laietana,143,36,25,7,"34,45,29,8",OPN,08/03/19 22:40:59
8,BIKE,41.438606,2.129162,Via Laietana,246,36,25,14,"42,15,1",OPN,08/03/19 09:31:18
8,BIKE,41.438606,2.129162,Via Laietana,12,36,25,2,"42,27,14,2",OPN,02/03/19 08:04:15
8,BIKE,41.438606,2.129162,Via Laietana,30,36,25,2,"8,41",OPN,08/03/19 01:45:23
8,BIKE,41.438606,2.129162,Via Laietana,89,36,25,24,"16,34,24,10",OPN,01/03/19 18:13:53
8,BIKE,41.438606,2.129162,Via Laietana,210,36,25,20,"13,23",OPN,05/03/19 13:53:32
8,BIKE,41.438606,2.129162,Via Laietana,43,36,25,4,"20,27",OPN,13/03/19 08:47:36
8,BIKE,41.438606,2.129162,Via Laietana,11,36,25,7,"9,7,1",OPN,18/03/19 08:21:46
8,ELECTRIC_BIKE,41.438606,2.129162,Via Laietana,214,36,25,5,"13,15",OPN,06/03/19 17:26:42
8,ELECTRIC_BIKE,41.438606,2.129162,Via Laietana,246,36,25,10,"16,33,50,46",OPN,01/03/19 22:01:35
8,ELECTRIC_BIKE,41.438606,2.129162,Via Laietana,236,36,25,7,"7,46,15,6",OPN,08/03/19 08:29:33
8,BIKE,41.438606,2.129162,Via Laietana,255,36,25,8,"41,32",OPN,18/03/19 07:03:31
8,BIKE,41.438606,2.129162,Via Laietana,257,36,25,13,"25,7",OPN,10/03/19 06:59:10
8,BIKE,41.438606,2.129162,Via Laietana,193,36,25,4,"22,28,15",OPN,02/03/19 00:38:24
8,BIKE,41.438606,2.129162,Via Laietana,166,36,25,22,"14,5,42,2",OPN,01/03/19 17:14:50
8,BIKE,41.438606,2.129162,Via Laietana,274,36,25,18,"11,29",OPN,14/03/19 23:48:02
8,BIKE,41.438606,2.129162,Via Laietana,112,36,25,19,"5,9",OPN,11/03/19 23:01:49
8,BIKE,41.438606,2.129162,Via Laietana,32,36,25,28,"1,4",OPN,04/03/19 18:32:33
8,BIKE,41.438606,2.129162,Via Laietana,240,36,25,18,"26,4,12,17",OPN,11/03/19 07:06:20
8,BIKE,41.438606,2.129162,Via Laietana,89,36,25,21,"48,17,8",OPN,01/03/19 22:03:06
8,BIKE,41.438606,2.129162,Via Laietana,313,36,25,4,"31,10",OPN,03/03/19 08:14:45
9,ELECTRIC_BIKE,41.372811,2.173472,Rambla Catalunya,133,14,31,24,"29,36,35,52",OPN,07/03/19 08:17:00
9,ELECTRIC_BIKE,41.372811,2.173472,Rambla Catalunya,272,14,31,11,"8,27,17",OPN,01/03/19 17:43:32
9,BIKE,41.372811,2.173472,Rambla Catalunya,14,14,31,25,"25,2,34",OPN,10/03/19 02:53:09
9,BIKE,41.372811,2.173472,Rambla Catalunya,211,14,31,15,"9,5",OPN,06/03/19 18:46:54
9,BIKE,41.372811,2.173472,Rambla Catalunya,143,14,31,25,"8,33,32,2",OPN,15/03/19 23:44:10
9,BIKE,41.372811,2.173472,Rambla Catalunya,148,14,31,4,"25,23",OPN,16/03/19 18:33:48
9,BIKE,41.372811,2.173472,Rambla Catalunya,85,14,31,12,"31,37,38",OPN,09/03/19 18:22:34
9,BIKE,41.372811,2.173472,Rambla Catalunya,310,14,31,8,"25,1",OPN,09/03/19 08:15:02
9,BIKE,41.372811,2.173472,Rambla Catalunya,126,14,31,7,"49,38,26",OPN,04/03/19 02:56:43
9,BIKE,41.372811,2.173472,Rambla Catalunya,272,14,31,9,"2,8",OPN,13/03/19 18:31:52
9,BIKE,41.372811,2.173472,Rambla Catalunya,136,14,31,12,"16,23,14",OPN,05/03/19 12:33:13
9,BIKE,41.372811,2.173472,Rambla Catalunya,s/n,14,31,4,"18,37",OPN,01/03/19 19:00:58
9,BIKE,41.372811,2.173472,Rambla Catalunya,281,14,31,22,"11,25,4,2",OPN,01/03/19 06:27:47
9,BIKE,41.372811,2.173472,Rambla Catalunya,s/n,14,31,17,"48,42",OPN,11/03/19 08:40:44
9,ELECTRIC_BIKE,41.372811,2.173472,Rambla Catalunya,87,14,31,26,"33,28,41",OPN,01/03/19 08:29:20
9,BIKE,41.372811,2.173472,Rambla Catalunya,275,14,31,22,"10,4,39",OPN,13/03/19 17:36:07
9,BIKE,41.372811,2.173472,Rambla Catalunya,s/n,14,31,4,"42,5",OPN,01/03/19 18:48:25
9,ELECTRIC_BIKE,41.372811,2.173472,Rambla Catalunya,293,14,31,2,"51,1",OPN,15/03/19 22:01:48
9,BIKE,41.372811,2.173472,Rambla Catalunya,136,14,31,13,"29,8,35,41",OPN,13/03/19 08:54:35
9,BIKE,41.372811,2.173472,Rambla Catalunya,242,14,31,15,"47,20,5,44",OPN,01/03/19 09:49:38
9,ELECTRIC_BIKE,41.372811,2.173472,Rambla Catalunya,105,14,31,7,"26,49",OPN,11/03/19 01:25:46
9,BIKE,41.372811,2.173472,Rambla Catalunya,237,14,31,25,"24,13,2,4",OPN,16/03/19 08:45:20
9,BIKE,41.372811,2.173472,Rambla Catalunya,161,14,31,18,"29,27,46",OPN,02/03/19 08:03:02
9,BIKE,41.372811,2.173472,Rambla Catalunya,17,14,31,23,"18,26,10,39",OPN,17/03/19 12:18:53
10,BIKE,41.405039,2.157688,Napols,134,16,31,3,"6,37",OPN,03/03/19 09:06:36
10,BIKE,41.405039,2.157688,Napols,150,16,31,26,"42,43,34",OPN,01/03/19 08:38:33
10,BIKE,41.405039,2.157688,Napols,83,16,31,6,"21,47,17,38",OPN,01/03/19 13:51:34
10,BIKE,41.405039,2.157688,Napols,120,16,31,14,"11,17,2,50",OPN,01/03/19 18:36:51
10,BIKE,41.405039,2.157688,Napols,161,16,31,14,"29,25,48",OPN,07/03/19 08:42:46
10,ELECTRIC_BIKE,41.405039,2.157688,Napols,s/n,16,31,26,"45,35",OPN,01/03/19 08:08:40
10,BIKE,41.405039,2.157688,Napols,49,16,31,8,"18,15",OPN,05/03/19 17:56:46
10,BIKE,41.405039,2.157688,Napols,245,16,31,7,"30,17,36,7",OPN,11/03/19 18:11:17
10,BIKE,41.405039,2.157688,Napols,113,16,31,10,"21,34",OPN,01/03/19 18:31:42
10,BIKE,41.405039,2.157688,Napols,195,16,31,11,"47,23,1",OPN,01/03/19 07:40:58
10,ELECTRIC_BIKE,41.405039,2.157688,Napols,181,16,31,5,"1,42,19,9",OPN,18/03/19 12:51:14
10,BIKE,41.405039,2.157688,Napols,176,16,31,5,"48,1,34",OPN,10/03/19 19:56:34
10,BIKE,41.405039,2.157688,Napols,132,16,31,7,"2,49",OPN,17/03/19 08:35:40
10,BIKE,41.405039,2.157688,Napols,155,16,31,14,"45,26",OPN,05/03/19 09:34:31
10,ELECTRIC_BIKE,41.405039,2.157688,Napols,263,16,31,10,"28,11,27",OPN,05/03/19 23:25:58
10,BIKE,41.405039,2.157688,Napols,308,16,31,12,"28,49,27,47",OPN,15/03/19 06:34:24
10,ELECTRIC_BIKE,41.405039,2.157688,Napols,82,16,31,23,"36,7,20,13",OPN,01/03/19 17:40:13
10,BIKE,41.405039,2.157688,Napols,214,16,31,7,"38,45",OPN,12/03/19 18:38:08
10,ELECTRIC_BIKE,41.405039,2.157688,Napols,310,16,31,29,"4,52,37,6",OPN,01/03/19 07:35:50
10,BIKE,41.405039,2.157688,Napols,3,16,31,24,"4,23,27,43",OPN,01/03/19 17:26:41
10,BIKE,41.405039,2.157688,Napols,251,16,31,5,"45,43",OPN,01/03/19 09:11:34
