trip_id,start_time,start_station,end_station,duration_min
T100070,2019-03-01 12:13:00,Carrer de Arago,Passeig de Sant Joan,13
T100071,2019-03-01 12:16:00,Avinguda Meridiana,Via Laietana,14
T100072,2019-03-01 12:45:00,Carrer de Sardenya,Carrer de Pau Claris,8
T100073,2019-03-01 12:48:00,Carrer de Mallorca,Carrer de Mallorca,11
T100074,2019-03-01 12:51:00,Avinguda Meridiana,Carrer de Balmes,11
T100075,2019-03-01 12:59:00,Gran Via Corts Catalanes,Avinguda Meridiana,17
T100076,2019-03-01 14:10:00,Carrer de Provenca,Carrer de Sardenya,6
T100077,2019-03-01 14:10:00,Passeig de Gracia,Via Laietana,8
T100078,2019-03-01 14:12:00,Carrer de Pau Claris,Via Laietana,11
T100079,2019-03-01 14:20:00,Passeig de Gracia,Avinguda Diagonal,9
T100080,2019-03-01 14:22:00,Carrer de Pau Claris,Carrer de Sants,22
T100081,2019-03-01 14:38:00,Carrer de Provenca,Carrer del Rossello,14
T100082,2019-03-01 14:57:00,Roger de Flor,Carrer de Balmes,14
T100083,2019-03-01 17:05:00,Passeig de Gracia,Carrer de Balmes,13
T100084,2019-03-01 17:05:00,Carrer de Provenca,Carrer de Arago,13
T100085,2019-03-01 17:06:00,Passeig de Gracia,Carrer de Balmes,19
T100086,2019-03-01 17:07:00,Carrer de Pau Claris,Carrer de Sardenya,11
T100087,2019-03-01 17:14:00,Rambla Catalunya,Gran Via Corts Catalanes,10
T100088,2019-03-01 17:22:00,Gran Via Corts Catalanes,Carrer de Mallorca,18
T100089,2019-03-01 17:28:00,Carrer de Arago,Via Laietana,12
T100090,2019-03-01 17:46:00,Passeig de Gracia,Passeig de Sant Joan,13
T100091,2019-03-01 18:00:00,Gran Via Corts Catalanes,Avinguda Diagonal,10
T100092,2019-03-01 18:01:00,Carrer de Valencia,Carrer de Valencia,14
T100093,2019-03-01 18:01:00,Carrer de Sardenya,Rambla Catalunya,9
T100094,2019-03-01 18:05:00,Rambla Catalunya,Napols,14
T100095,2019-03-01 18:07:00,Carrer de Sardenya,Passeig de Sant Joan,11
T100096,2019-03-01 18:08:00,Carrer de Sardenya,Carrer de Pau Claris,16
T100097,2019-03-01 18:08:00,Carrer de Sants,Rambla Catalunya,4
T100098,2019-03-01 18:11:00,Carrer de Pau Claris,Avinguda Meridiana,8
T100099,2019-03-01 18:15:00,Roger de Flor,Rambla Catalunya,11
T100100,2019-03-01 18:16:00,Carrer de Balmes,Carrer de Arago,13
T100101,2019-03-01 18:18:00,Gran Via Corts Catalanes,Carrer de Balmes,16
T100102,2019-03-01 18:20:00,Passeig de Gracia,Carrer de Sants,15
T100103,2019-03-01 18:23:00,Napols,Avinguda Diagonal,15
T100104,2019-03-01 18:23:00,Napols,Carrer de Arago,15
T100105,2019-03-01 18:24:00,Carrer de Sants,Carrer del Rossello,5
T100106,2019-03-01 18:25:00,Carrer de Valencia,Carrer de Muntaner,14
T100107,2019-03-01 18:30:00,Carrer de Sants,Carrer de Balmes,19
T100108,2019-03-01 18:34:00,Carrer de Pau Claris,Carrer de Sants,14
T100109,2019-03-01 18:35:00,Gran Via Corts Catalanes,Carrer de Provenca,4
T100110,2019-03-01 18:37:00,Carrer de Tarragona,Carrer de Muntaner,19
T100111,2019-03-01 18:39:00,Gran Via Corts Catalanes,Via Laietana,17
T100112,2019-03-01 18:49:00,Carrer de Sants,Gran Via Corts Catalanes,10
T100113,2019-03-01 18:49:00,Rambla Catalunya,Carrer de Provenca,8
T100114,2019-03-01 18:50:00,Carrer de Tarragona,Carrer de Arago,10
T100115,2019-03-01 18:50:00,Gran Via Corts Catalanes,Carrer de Tarragona,9
T100116,2019-03-01 18:57:00,Carrer de Provenca,Carrer de Tarragona,16
T100117,2019-03-01 18:59:00,Carrer de Provenca,Carrer de Sants,14
T100118,2019-03-01 19:07:00,Carrer de Mallorca,Avinguda Meridiana,9
T100119,2019-03-01 19:16:00,Passeig de Gracia,Gran Via Corts Catalanes,13
T100120,2019-03-01 19:18:00,Napols,Carrer de Mallorca,13
T100121,2019-03-01 19:20:00,Passeig de Sant Joan,Carrer de Sants,17
T100122,2019-03-01 19:21:00,Napols,Carrer de Sardenya,16
T100123,2019-03-01 19:22:00,Napols,Carrer del Rossello,15
T100124,2019-03-01 19:23:00,Passeig de Gracia,Carrer del Rossello,16
T100125,2019-03-01 19:23:00,Avinguda Meridiana,Carrer de Provenca,7
T100126,2019-03-01 19:25:00,Napols,Carrer de Sants,10
T100127,2019-03-01 19:25:00,Carrer de Provenca,Carrer de Valencia,8
T100128,2019-03-01 19:25:00,Carrer de Arago,Carrer de Arago,14
T100129,2019-03-01 19:30:00,Napols,Carrer del Rossello,16
T100130,2019-03-01 19:34:00,Rambla Catalunya,Passeig de Sant Joan,16
T100131,2019-03-01 19:35:00,Carrer de Pau Claris,Carrer de Balmes,8
T100132,2019-03-01 19:37:00,Carrer de Sants,Carrer de Arago,12
T100133,2019-03-01 19:38:00,Carrer de Valencia,Carrer de Tarragona,13
T100134,2019-03-01 19:40:00,Carrer de Tarragona,Gran Via Corts Catalanes,14
T100135,2019-03-01 19:52:00,Carrer de Arago,Gran Via Corts Catalanes,4
T100136,2019-03-01 19:53:00,Gran Via Corts Catalanes,Gran Via Corts Catalanes,13
T100137,2019-03-01 19:54:00,Carrer de Balmes,Carrer de Tarragona,9
T100138,2019-03-01 19:58:00,Carrer de Sardenya,Carrer de Muntaner,5
T100139,2019-03-01 19:59:00,Carrer de Arago,Avinguda Diagonal,2
T100140,2019-03-01 21:02:00,Carrer de Provenca,Carrer de Balmes,13
T100141,2019-03-01 21:03:00,Carrer de Provenca,Rambla Catalunya,17
T100142,2019-03-01 21:09:00,Carrer del Rossello,Napols,12
T100143,2019-03-01 21:16:00,Carrer de Muntaner,Carrer de Tarragona,12
T100144,2019-03-01 21:51:00,Carrer de Mallorca,Gran Via Corts Catalanes,15
T100145,2019-03-01 21:51:00,Carrer de Muntaner,Via Laietana,20
T100146,2019-03-02 09:01:00,Napols,Gran Via Corts Catalanes,25
T100147,2019-03-02 09:26:00,Avinguda Meridiana,Carrer de Mallorca,41
T100148,2019-03-02 09:31:00,Passeig de Sant Joan,Carrer de Sants,29
T100149,2019-03-02 09:33:00,Passeig de Gracia,Carrer de Valencia,7
T100150,2019-03-02 09:35:00,Gran Via Corts Catalanes,Passeig de Sant Joan,16
T100151,2019-03-02 09:43:00,Avinguda Diagonal,Carrer de Arago,28
T100152,2019-03-02 09:43:00,Carrer de Sardenya,Gran Via Corts Catalanes,43
T100153,2019-03-02 09:56:00,Roger de Flor,Via Laietana,12
T100154,2019-03-02 10:02:00,Carrer de Sardenya,Passeig de Gracia,25
T100155,2019-03-02 10:15:00,Napols,Carrer de Tarragona,24
T100156,2019-03-02 10:21:00,Carrer de Tarragona,Roger de Flor,28
T100157,2019-03-02 10:22:00,Carrer de Sardenya,Carrer de Mallorca,36
T100158,2019-03-02 10:49:00,Carrer de Valencia,Carrer de Valencia,31
T100159,2019-03-02 10:51:00,Carrer de Balmes,Napols,27
T100160,2019-03-02 10:55:00,Roger de Flor,Carrer de Provenca,29
T100161,2019-03-02 10:58:00,Roger de Flor,Carrer de Mallorca,35
T100162,2019-03-02 11:05:00,Gran Via Corts Catalanes,Avinguda Meridiana,8
T100163,2019-03-02 11:12:00,Carrer de Valencia,Via Laietana,20
T100164,2019-03-02 11:15:00,Carrer de Pau Claris,Carrer del Rossello,4
T100165,2019-03-02 11:16:00,Carrer de Tarragona,Carrer de Arago,15
T100166,2019-03-02 11:17:00,Carrer de Balmes,Carrer de Sants,11
T100167,2019-03-02 11:19:00,Passeig de Sant Joan,Carrer de Sardenya,16
T100168,2019-03-02 11:20:00,Gran Via Corts Catalanes,Carrer de Mallorca,25
T100169,2019-03-02 11:36:00,Via Laietana,Carrer de Pau Claris,17
T100170,2019-03-02 11:41:00,Carrer de Balmes,Carrer de Sants,20
T100171,2019-03-02 11:41:00,Gran Via Corts Catalanes,Napols,32
T100172,2019-03-02 11:42:00,Roger de Flor,Via Laietana,27
T100173,2019-03-02 11:42:00,Carrer de Arago,Carrer de Muntaner,47
T100174,2019-03-02 11:44:00,Carrer de Tarragona,Avinguda Diagonal,39
T100175,2019-03-02 11:44:00,Carrer de Sardenya,Napols,18
T100176,2019-03-02 11:44:00,Carrer de Arago,Carrer de Balmes,17
T100177,2019-03-02 11:46:00,Rambla Catalunya,Napols,26
T100178,2019-03-02 12:06:00,Carrer de Sants,Carrer de Tarragona,31
T100179,2019-03-02 12:07:00,Via Laietana,Carrer de Sants,24
T100180,2019-03-02 12:09:00,Carrer de Sants,Carrer de Muntaner,31
T100181,2019-03-02 12:11:00,Carrer de Provenca,Carrer del Rossello,23
T100182,2019-03-02 12:12:00,Rambla Catalunya,Roger de Flor,23
T100183,2019-03-02 12:13:00,Rambla Catalunya,Carrer de Tarragona,22
T100184,2019-03-02 12:16:00,Gran Via Corts Catalanes,Rambla Catalunya,23
T100185,2019-03-02 12:18:00,Passeig de Gracia,Via Laietana,17
T100186,2019-03-02 12:21:00,Carrer de Sardenya,Carrer de Tarragona,27
T100187,2019-03-02 12:30:00,Carrer de Provenca,Passeig de Sant Joan,30
T100188,2019-03-02 12:33:00,Gran Via Corts Catalanes,Carrer de Balmes,20
T100189,2019-03-02 12:35:00,Carrer de Valencia,Carrer de Arago,34
T100190,2019-03-02 12:36:00,Carrer de Valencia,Passeig de Gracia,33
T100191,2019-03-02 12:41:00,Carrer de Mallorca,Carrer de Valencia,20
T100192,2019-03-02 12:41:00,Roger de Flor,Passeig de Gracia,40
T100193,2019-03-02 12:44:00,Avinguda Diagonal,Carrer de Sardenya,20
T100194,2019-03-02 12:46:00,Gran Via Corts Catalanes,Carrer del Rossello,26
T100195,2019-03-02 12:48:00,Gran Via Corts Catalanes,Carrer del Rossello,2
T100196,2019-03-02 12:49:00,Napols,Carrer de Mallorca,24
T100197,2019-03-02 12:59:00,Carrer de Provenca,Carrer de Balmes,25
T100198,2019-03-02 13:00:00,Rambla Catalunya,Roger de Flor,26
T100199,2019-03-02 13:02:00,Gran Via Corts Catalanes,Avinguda Diagonal,27
T100200,2019-03-02 13:02:00,Avinguda Diagonal,Passeig de Gracia,18
T100201,2019-03-02 13:02:00,Gran Via Corts Catalanes,Carrer del Rossello,39
T100202,2019-03-02 13:04:00,Passeig de Sant Joan,Carrer de Mallorca,30
T100203,2019-03-02 13:04:00,Roger de Flor,Carrer de Mallorca,26
T100204,2019-03-02 13:06:00,Carrer de Tarragona,Roger de Flor,22
T100205,2019-03-02 13:06:00,Carrer de Pau Claris,Via Laietana,25
T100206,2019-03-02 13:06:00,Carrer de Balmes,Carrer de Tarragona,8
T100207,2019-03-02 13:10:00,Avinguda Diagonal,Avinguda Meridiana,18
T100208,2019-03-02 13:11:00,Carrer de Balmes,Carrer de Provenca,24
T100209,2019-03-02 13:20:00,Napols,Carrer de Arago,17
T100210,2019-03-02 13:24:00,Rambla Catalunya,Carrer de Provenca,30
T100211,2019-03-02 13:26:00,Gran Via Corts Catalanes,Gran Via Corts Catalanes,32
T100212,2019-03-02 13:32:00,Carrer de Valencia,Passeig de Gracia,15
T100213,2019-03-02 13:33:00,Carrer de Pau Claris,Carrer de Valencia,36
T100214,2019-03-02 13:35:00,Napols,Carrer de Sardenya,27
T100215,2019-03-02 13:37:00,Avinguda Meridiana,Carrer de Sardenya,35
T100216,2019-03-02 13:42:00,Carrer de Muntaner,Carrer de Valencia,27
T100217,2019-03-02 13:45:00,Napols,Avinguda Meridiana,21
T100218,2019-03-02 13:46:00,Avinguda Meridiana,Carrer de Provenca,12
T100219,2019-03-02 13:49:00,Roger de Flor,Carrer de Muntaner,30
T100220,2019-03-02 13:49:00,Napols,Carrer de Provenca,28
T100221,2019-03-02 13:56:00,Gran Via Corts Catalanes,Carrer de Tarragona,14
T100222,2019-03-02 13:57:00,Rambla Catalunya,Avinguda Diagonal,19
T100223,2019-03-02 13:57:00,Carrer de Provenca,Napols,30
T100224,2019-03-02 13:58:00,Carrer de Sants,Gran Via Corts Catalanes,24
T100225,2019-03-02 13:58:00,Carrer de Muntaner,Rambla Catalunya,25
T100226,2019-03-02 13:59:00,Carrer del Rossello,Carrer de Mallorca,23
T100227,2019-03-02 13:59:00,Carrer de Tarragona,Carrer de Muntaner,28
T100228,2019-03-02 14:01:00,Carrer del Rossello,Carrer de Valencia,33
T100229,2019-03-02 14:01:00,Roger de Flor,Carrer de Sardenya,27
T100230,2019-03-02 14:04:00,Carrer de Sants,Gran Via Corts Catalanes,28
T100231,2019-03-02 14:06:00,Carrer de Pau Claris,Carrer de Balmes,22
T100232,2019-03-02 14:08:00,Napols,Passeig de Gracia,16
T100233,2019-03-02 14:09:00,Napols,Roger de Flor,19
T100234,2019-03-02 14:12:00,Napols,Passeig de Gracia,35
T100235,2019-03-02 14:15:00,Carrer de Provenca,Carrer del Rossello,24
T100236,2019-03-02 14:19:00,Gran Via Corts Catalanes,Carrer de Muntaner,21
T100237,2019-03-02 14:28:00,Napols,Napols,27
T100238,2019-03-02 14:31:00,Carrer de Sants,Roger de Flor,33
T100239,2019-03-02 14:34:00,Carrer de Pau Claris,Carrer de Muntaner,39
T100240,2019-03-02 14:36:00,Carrer de Valencia,Rambla Catalunya,13
T100241,2019-03-02 14:38:00,Carrer del Rossello,Carrer de Sardenya,31
T100242,2019-03-02 14:44:00,Gran Via Corts Catalanes,Carrer de Balmes,26
T100243,2019-03-02 14:53:00,Gran Via Corts Catalanes,Carrer de Valencia,36
T100244,2019-03-02 14:56:00,Carrer de Sants,Gran Via Corts Catalanes,26
T100245,2019-03-02 14:56:00,Via Laietana,Avinguda Diagonal,26
T100246,2019-03-02 14:59:00,Carrer de Balmes,Passeig de Gracia,19
T100247,2019-03-02 15:00:00,Via Laietana,Carrer de Arago,29
T100248,2019-03-02 15:00:00,Carrer de Muntaner,Carrer de Balmes,18
T100249,2019-03-02 15:02:00,Carrer de Balmes,Napols,14
T100250,2019-03-02 15:02:00,Rambla Catalunya,Carrer de Tarragona,11
T100251,2019-03-02 15:06:00,Avinguda Meridiana,Carrer de Sardenya,23
T100252,2019-03-02 15:06:00,Carrer de Provenca,Rambla Catalunya,43
T100253,2019-03-02 15:07:00,Roger de Flor,Carrer de Mallorca,22
T100254,2019-03-02 15:08:00,Roger de Flor,Carrer de Mallorca,27
T100255,2019-03-02 15:09:00,Passeig de Gracia,Carrer de Arago,34
T100256,2019-03-02 15:16:00,Carrer de Muntaner,Avinguda Meridiana,21
T100257,2019-03-02 15:17:00,Carrer de Balmes,Carrer de Pau Claris,4
T100258,2019-03-02 15:17:00,Carrer de Valencia,Roger de Flor,10
T100259,2019-03-02 15:30:00,Via Laietana,Carrer de Mallorca,19
T100260,2019-03-02 15:33:00,Avinguda Diagonal,Roger de Flor,32
T100261,2019-03-02 15:33:00,Avinguda Diagonal,Carrer de Sardenya,33
T100262,2019-03-02 15:36:00,Carrer de Arago,Carrer del Rossello,35
T100263,2019-03-02 15:39:00,Carrer de Sardenya,Passeig de Gracia,17
T100264,2019-03-02 15:42:00,Carrer de Mallorca,Carrer de Tarragona,24
T100265,2019-03-02 15:43:00,Roger de Flor,Carrer de Tarragona,17
T100266,2019-03-02 15:48:00,Carrer de Valencia,Passeig de Sant Joan,9
T100267,2019-03-02 15:49:00,Napols,Carrer de Mallorca,19
T100268,2019-03-02 15:53:00,Carrer de Balmes,Napols,20
T100269,2019-03-02 15:54:00,Roger de Flor,Rambla Catalunya,26
T100270,2019-03-02 15:59:00,Carrer de Mallorca,Avinguda Diagonal,28
T100271,2019-03-02 16:01:00,Carrer de Tarragona,Carrer de Tarragona,22
T100272,2019-03-02 16:10:00,Rambla Catalunya,Via Laietana,30
T100273,2019-03-02 16:10:00,Napols,Carrer de Sants,32
T100274,2019-03-02 16:11:00,Carrer de Pau Claris,Carrer de Balmes,30
T100275,2019-03-02 16:19:00,Rambla Catalunya,Avinguda Meridiana,28
T100276,2019-03-02 16:19:00,Gran Via Corts Catalanes,Carrer de Muntaner,20
T100277,2019-03-02 16:20:00,Carrer de Arago,Rambla Catalunya,23
T100278,2019-03-02 16:23:00,Passeig de Gracia,Carrer de Tarragona,16
T100279,2019-03-02 16:24:00,Roger de Flor,Rambla Catalunya,25
T100280,2019-03-02 16:27:00,Carrer de Muntaner,Carrer de Provenca,46
T100281,2019-03-02 16:34:00,Rambla Catalunya,Carrer de Balmes,25
T100282,2019-03-02 16:36:00,Carrer de Sants,Carrer de Arago,28
T100283,2019-03-02 16:39:00,Carrer de Provenca,Passeig de Gracia,31
T100284,2019-03-02 16:54:00,Carrer de Sardenya,Avinguda Meridiana,29
T100285,2019-03-02 16:59:00,Carrer de Balmes,Napols,15
T100286,2019-03-02 17:06:00,Carrer de Provenca,Gran Via Corts Catalanes,13
T100287,2019-03-02 17:09:00,Roger de Flor,Carrer de Provenca,25
T100288,2019-03-02 17:11:00,Carrer de Provenca,Carrer de Mallorca,30
T100289,2019-03-02 17:11:00,Rambla Catalunya,Carrer de Mallorca,20
T100290,2019-03-02 17:13:00,Carrer de Muntaner,Carrer de Balmes,33
T100291,2019-03-02 17:26:00,Rambla Catalunya,Gran Via Corts Catalanes,6
T100292,2019-03-02 17:33:00,Carrer de Muntaner,Via Laietana,44
T100293,2019-03-02 17:57:00,Carrer de Tarragona,Carrer de Balmes,33
T100294,2019-03-02 17:59:00,Napols,Roger de Flor,25
T100295,2019-03-02 19:15:00,Passeig de Gracia,Passeig de Sant Joan,22
T100296,2019-03-02 19:20:00,Carrer de Balmes,Carrer de Provenca,16
T100297,2019-03-02 19:21:00,Carrer de Mallorca,Carrer de Mallorca,18
T100298,2019-03-02 19:23:00,Carrer de Sardenya,Carrer de Tarragona,11
T100299,2019-03-02 19:30:00,Passeig de Sant Joan,Carrer de Tarragona,26
T100300,2019-03-02 19:34:00,Carrer de Sardenya,Napols,25
T100301,2019-03-02 19:41:00,Napols,Gran Via Corts Catalanes,30
T100302,2019-03-02 19:42:00,Gran Via Corts Catalanes,Avinguda Meridiana,32
T100303,2019-03-02 19:42:00,Carrer de Balmes,Carrer de Tarragona,13
T100304,2019-03-02 19:53:00,Carrer de Pau Claris,Carrer de Muntaner,16
T100305,2019-03-02 19:59:00,Carrer de Mallorca,Carrer de Sants,16
T100306,2019-03-03 09:11:00,Carrer de Arago,Gran Via Corts Catalanes,33
T100307,2019-03-03 09:22:00,Carrer de Pau Claris,Rambla Catalunya,22
T100308,2019-03-03 09:27:00,Passeig de Gracia,Carrer de Valencia,21
T100309,2019-03-03 09:48:00,Gran Via Corts Catalanes,Carrer de Balmes,28
T100310,2019-03-03 09:54:00,Passeig de Gracia,Avinguda Meridiana,29
T100311,2019-03-03 10:01:00,Gran Via Corts Catalanes,Via Laietana,29
T100312,2019-03-03 10:04:00,Passeig de Gracia,Roger de Flor,18
T100313,2019-03-03 10:16:00,Passeig de Gracia,Carrer de Mallorca,25
T100314,2019-03-03 10:19:00,Passeig de Sant Joan,Carrer de Sants,29
T100315,2019-03-03 10:21:00,Carrer de Muntaner,Roger de Flor,17
T100316,2019-03-03 10:22:00,Avinguda Diagonal,Carrer de Arago,20
T100317,2019-03-03 10:23:00,Carrer de Sardenya,Carrer de Tarragona,8
T100318,2019-03-03 10:35:00,Napols,Carrer de Balmes,10
T100319,2019-03-03 10:43:00,Passeig de Sant Joan,Carrer de Pau Claris,14
T100320,2019-03-03 10:54:00,Rambla Catalunya,Carrer de Arago,28
T100321,2019-03-03 10:56:00,Carrer de Provenca,Carrer de Tarragona,31
T100322,2019-03-03 10:57:00,Carrer de Balmes,Carrer de Mallorca,20
T100323,2019-03-03 11:03:00,Carrer de Sardenya,Carrer de Provenca,36
T100324,2019-03-03 11:03:00,Carrer de Mallorca,Carrer de Arago,33
T100325,2019-03-03 11:05:00,Via Laietana,Avinguda Diagonal,40
T100326,2019-03-03 11:07:00,Passeig de Sant Joan,Carrer de Muntaner,31
T100327,2019-03-03 11:09:00,Carrer de Provenca,Carrer de Arago,25
T100328,2019-03-03 11:10:00,Rambla Catalunya,Carrer de Mallorca,10
T100329,2019-03-03 11:14:00,Roger de Flor,Carrer de Muntaner,15
T100330,2019-03-03 11:16:00,Roger de Flor,Carrer de Valencia,32
T100331,2019-03-03 11:17:00,Passeig de Gracia,Carrer de Sardenya,12
T100332,2019-03-03 11:24:00,Carrer de Mallorca,Avinguda Diagonal,20
T100333,2019-03-03 11:25:00,Carrer de Mallorca,Carrer de Balmes,30
T100334,2019-03-03 11:29:00,Carrer del Rossello,Carrer de Sardenya,40
T100335,2019-03-03 11:35:00,Passeig de Gracia,Napols,12
T100336,2019-03-03 11:35:00,Avinguda Meridiana,Passeig de Sant Joan,21
T100337,2019-03-03 11:36:00,Carrer de Pau Claris,Avinguda Meridiana,21
T100338,2019-03-03 11:36:00,Carrer de Arago,Avinguda Meridiana,38
T100339,2019-03-03 11:37:00,Carrer de Sardenya,Gran Via Corts Catalanes,32
T100340,2019-03-03 11:39:00,Via Laietana,Carrer de Pau Claris,29
T100341,2019-03-03 11:42:00,Napols,Carrer de Provenca,36
T100342,2019-03-03 11:46:00,Roger de Flor,Carrer de Sardenya,14
T100343,2019-03-03 11:52:00,Avinguda Meridiana,Avinguda Diagonal,28
T100344,2019-03-03 11:57:00,Carrer de Valencia,Carrer de Sardenya,33
T100345,2019-03-03 12:00:00,Via Laietana,Via Laietana,26
T100346,2019-03-03 12:02:00,Avinguda Diagonal,Avinguda Diagonal,40
T100347,2019-03-03 12:02:00,Passeig de Gracia,Avinguda Diagonal,36
T100348,2019-03-03 12:07:00,Rambla Catalunya,Carrer de Arago,8
T100349,2019-03-03 12:09:00,Carrer de Provenca,Passeig de Gracia,23
T100350,2019-03-03 12:10:00,Carrer de Sants,Carrer de Sants,26
T100351,2019-03-03 12:11:00,Carrer de Tarragona,Carrer de Balmes,12
T100352,2019-03-03 12:13:00,Gran Via Corts Catalanes,Carrer de Mallorca,18
T100353,2019-03-03 12:13:00,Carrer de Valencia,Via Laietana,12
T100354,2019-03-03 12:15:00,Gran Via Corts Catalanes,Napols,19
T100355,2019-03-03 12:18:00,Avinguda Meridiana,Carrer del Rossello,24
T100356,2019-03-03 12:24:00,Napols,Avinguda Meridiana,24
