trip_id,start_time,start_station,end_station,duration_min
T1617,2019-03-02 15:16:00,Rambla Catalunya,Gran Via,17
T2383,2019-03-02 15:28:00,Gran Via,Rambla Catalunya,20
T2025,2019-03-02 15:38:00,Passeig de Gracia,Roger de Flor,23
T2238,2019-03-02 15:51:00,Carrer de Balmes,Carrer de Balmes,29
T1679,2019-03-02 15:53:00,Gran Via,Carrer de Balmes,20
T1166,2019-03-02 15:56:00,Carrer de Balmes,Via Laietana,23
T2583,2019-03-02 16:30:00,Rambla Catalunya,Napols,33
T1689,2019-03-02 16:30:00,Roger de Flor,Napols,27
T2919,2019-03-02 16:35:00,Napols,Napols,6
T2733,2019-03-02 16:56:00,Napols,Avinguda Diagonal,20
T1876,2019-03-03 10:01:00,Avinguda Diagonal,Roger de Flor,20
T2869,2019-03-03 10:04:00,Napols,Napols,22
T2234,2019-03-03 10:23:00,Gran Via,Rambla Catalunya,30
T2737,2019-03-03 10:32:00,Roger de Flor,Roger de Flor,24
T2096,2019-03-03 10:34:00,Roger de Flor,Passeig de Gracia,19
T1863,2019-03-03 10:44:00,Carrer de Balmes,Via Laietana,16
T1521,2019-03-03 10:50:00,Carrer de Balmes,Passeig de Gracia,26
T2054,2019-03-03 10:54:00,Napols,Napols,25
T2338,2019-03-03 10:55:00,Passeig de Gracia,Gran Via,21
T1451,2019-03-03 10:58:00,Gran Via,Gran Via,27
T1809,2019-03-03 11:00:00,Gran Via,Via Laietana,21
T2390,2019-03-03 11:04:00,Gran Via,Passeig de Gracia,28
T1093,2019-03-03 11:04:00,Roger de Flor,Gran Via,22
T2319,2019-03-03 11:08:00,Passeig de Gracia,Napols,32
T1792,2019-03-03 11:19:00,Roger de Flor,Avinguda Diagonal,30
T2743,2019-03-03 11:23:00,Carrer de Balmes,Napols,19
T2699,2019-03-03 11:40:00,Rambla Catalunya,Gran Via,23
T2343,2019-03-03 11:43:00,Roger de Flor,Napols,23
T1513,2019-03-03 11:50:00,Avinguda Diagonal,Gran Via,21
T1998,2019-03-03 12:01:00,Gran Via,Passeig de Gracia,17
T2789,2019-03-03 12:03:00,Via Laietana,Avinguda Diagonal,22
T2589,2019-03-03 12:04:00,Carrer de Balmes,Passeig de Gracia,30
T2063,2019-03-03 12:11:00,Rambla Catalunya,Carrer de Balmes,19
T1556,2019-03-03 12:16:00,Roger de Flor,Napols,29
T1653,2019-03-03 12:21:00,Carrer de Balmes,Passeig de Gracia,12
T2765,2019-03-03 12:26:00,Roger de Flor,Avinguda Diagonal,30
T2389,2019-03-03 12:27:00,Carrer de Balmes,Avinguda Diagonal,5
T2098,2019-03-03 12:34:00,Carrer de Balmes,Napols,18
T1146,2019-03-03 12:39:00,Gran Via,Roger de Flor,32
T1293,2019-03-03 12:44:00,Rambla Catalunya,Napols,18
T2577,2019-03-03 12:45:00,Roger de Flor,Rambla Catalunya,28
T2207,2019-03-03 13:00:00,Gran Via,Avinguda Diagonal,7
T1879,2019-03-03 13:02:00,Napols,Napols,24
T1845,2019-03-03 13:18:00,Carrer de Balmes,Gran Via,26
T1462,2019-03-03 13:26:00,Passeig de Gracia,Roger de Flor,25
T1675,2019-03-03 13:30:00,Roger de Flor,Rambla Catalunya,20
T2406,2019-03-03 13:30:00,Gran Via,Avinguda Diagonal,30
T1596,2019-03-03 13:52:00,Rambla Catalunya,Roger de Flor,22
T2230,2019-03-03 13:59:00,Carrer de Balmes,Passeig de Gracia,29
T1767,2019-03-03 14:00:00,Gran Via,Napols,24
T1531,2019-03-03 14:21:00,Napols,Roger de Flor,27
T1268,2019-03-03 14:22:00,Roger de Flor,Via Laietana,12
T1292,2019-03-03 14:25:00,Roger de Flor,Rambla Catalunya,35
T1934,2019-03-03 14:27:00,Gran Via,Napols,19
T1135,2019-03-03 14:51:00,Via Laietana,Passeig de Gracia,22
T1248,2019-03-03 14:52:00,Napols,Roger de Flor,30
T2204,2019-03-03 15:05:00,Via Laietana,Roger de Flor,11
T2467,2019-03-03 15:06:00,Passeig de Gracia,Carrer de Balmes,19
T1922,2019-03-03 15:18:00,Napols,Via Laietana,30
T2632,2019-03-03 15:18:00,Passeig de Gracia,Gran Via,35
T1392,2019-03-03 15:27:00,Napols,Napols,22
T2369,2019-03-03 15:29:00,Carrer de Balmes,Napols,15
T2265,2019-03-03 15:32:00,Gran Via,Carrer de Balmes,32
T2982,2019-03-03 15:33:00,Roger de Flor,Gran Via,31
T2353,2019-03-03 15:46:00,Roger de Flor,Passeig de Gracia,26
T2817,2019-03-03 16:12:00,Avinguda Diagonal,Roger de Flor,19
T2612,2019-03-03 16:19:00,Via Laietana,Rambla Catalunya,26
T2977,2019-03-03 16:26:00,Napols,Passeig de Gracia,31
T1991,2019-03-03 16:34:00,Gran Via,Via Laietana,20
T1346,2019-03-03 16:48:00,Napols,Rambla Catalunya,29
T1206,2019-03-03 16:56:00,Roger de Flor,Gran Via,21
T2794,2019-03-04 07:01:00,Gran Via,Gran Via,17
T1327,2019-03-04 07:14:00,Gran Via,Carrer de Balmes,16
T2814,2019-03-04 07:15:00,Roger de Flor,Roger de Flor,8
T1428,2019-03-04 07:19:00,Carrer de Balmes,Avinguda Diagonal,8
T1359,2019-03-04 07:25:00,Rambla Catalunya,Carrer de Balmes,11
T2880,2019-03-04 07:30:00,Gran Via,Via Laietana,16
T1046,2019-03-04 07:41:00,Via Laietana,Gran Via,8
T1816,2019-03-04 08:10:00,Carrer de Balmes,Passeig de Gracia,7
T1104,2019-03-04 08:12:00,Carrer de Balmes,Avinguda Diagonal,16
T1774,2019-03-04 08:14:00,Avinguda Diagonal,Via Laietana,4
T1202,2019-03-04 08:24:00,Via Laietana,Carrer de Balmes,14
T2165,2019-03-04 08:24:00,Carrer de Balmes,Carrer de Balmes,12
T1642,2019-03-04 08:29:00,Roger de Flor,Avinguda Diagonal,3
T1553,2019-03-04 08:37:00,Gran Via,Napols,6
T1199,2019-03-04 08:38:00,Napols,Rambla Catalunya,10
T2671,2019-03-04 08:44:00,Gran Via,Passeig de Gracia,10
T2441,2019-03-04 08:51:00,Napols,Gran Via,13
T2638,2019-03-04 08:57:00,Roger de Flor,Carrer de Balmes,12
T1018,2019-03-04 09:01:00,Napols,Passeig de Gracia,16
T1656,2019-03-04 09:02:00,Gran Via,Via Laietana,10
T1256,2019-03-04 09:05:00,Passeig de Gracia,Via Laietana,10
T2779,2019-03-04 09:18:00,Roger de Flor,Rambla Catalunya,20
T1338,2019-03-04 09:37:00,Napols,Rambla Catalunya,15
T2983,2019-03-04 12:30:00,Gran Via,Roger de Flor,12
T2889,2019-03-04 12:40:00,Gran Via,Gran Via,10
T1425,2019-03-04 12:43:00,Gran Via,Passeig de Gracia,6
T2255,2019-03-04 12:44:00,Via Laietana,Rambla Catalunya,6
T1743,2019-03-04 12:57:00,Gran Via,Gran Via,17
T2575,2019-03-04 17:05:00,Passeig de Gracia,Rambla Catalunya,5
T1912,2019-03-04 17:28:00,Carrer de Balmes,Via Laietana,6
T2774,2019-03-04 17:40:00,Roger de Flor,Passeig de Gracia,11
T1657,2019-03-04 17:55:00,Gran Via,Avinguda Diagonal,10
T1709,2019-03-04 17:59:00,Rambla Catalunya,Roger de Flor,20
T2487,2019-03-04 18:01:00,Passeig de Gracia,Avinguda Diagonal,14
T1896,2019-03-04 18:05:00,Napols,Roger de Flor,7
T1066,2019-03-04 18:05:00,Napols,Roger de Flor,17
T1680,2019-03-04 18:05:00,Napols,Passeig de Gracia,16
T1388,2019-03-04 18:07:00,Napols,Roger de Flor,9
T1622,2019-03-04 18:09:00,Passeig de Gracia,Carrer de Balmes,13
T1651,2019-03-04 18:20:00,Roger de Flor,Rambla Catalunya,8
T2345,2019-03-04 18:21:00,Napols,Rambla Catalunya,16
T2160,2019-03-04 18:26:00,Carrer de Balmes,Gran Via,11
T2868,2019-03-04 18:28:00,Passeig de Gracia,Avinguda Diagonal,10
T1390,2019-03-04 18:35:00,Carrer de Balmes,Passeig de Gracia,9
T2775,2019-03-04 18:39:00,Via Laietana,Roger de Flor,20
T1489,2019-03-04 18:43:00,Avinguda Diagonal,Gran Via,13
T1874,2019-03-04 18:47:00,Roger de Flor,Napols,13
T1581,2019-03-04 18:48:00,Avinguda Diagonal,Carrer de Balmes,14
T2447,2019-03-04 18:55:00,Gran Via,Avinguda Diagonal,17
T2902,2019-03-04 18:59:00,Napols,Via Laietana,6
T2571,2019-03-04 19:10:00,Napols,Gran Via,14
T1958,2019-03-04 19:21:00,Avinguda Diagonal,Rambla Catalunya,13
T1703,2019-03-04 19:26:00,Rambla Catalunya,Carrer de Balmes,24
T2296,2019-03-04 19:39:00,Passeig de Gracia,Napols,13
T2799,2019-03-04 19:41:00,Napols,Passeig de Gracia,9
T1529,2019-03-05 07:05:00,Napols,Via Laietana,11
T2099,2019-03-05 07:16:00,Roger de Flor,Napols,18
T1588,2019-03-05 07:24:00,Roger de Flor,Roger de Flor,16
T1127,2019-03-05 07:29:00,Passeig de Gracia,Carrer de Balmes,12
T2642,2019-03-05 07:30:00,Roger de Flor,Roger de Flor,7
T2209,2019-03-05 07:35:00,Gran Via,Via Laietana,9
T1525,2019-03-05 07:45:00,Roger de Flor,Roger de Flor,17
T1235,2019-03-05 07:47:00,Avinguda Diagonal,Rambla Catalunya,16
T2124,2019-03-05 07:56:00,Napols,Gran Via,19
T1990,2019-03-05 07:58:00,Via Laietana,Rambla Catalunya,18
T2136,2019-03-05 08:04:00,Roger de Flor,Carrer de Balmes,8
T2143,2019-03-05 08:07:00,Gran Via,Roger de Flor,12
T1493,2019-03-05 08:11:00,Carrer de Balmes,Via Laietana,15
T2565,2019-03-05 08:12:00,Carrer de Balmes,Roger de Flor,11
T2034,2019-03-05 08:12:00,Roger de Flor,Napols,6
T1900,2019-03-05 08:17:00,Roger de Flor,Passeig de Gracia,8
T2641,2019-03-05 08:24:00,Roger de Flor,Rambla Catalunya,15
T2559,2019-03-05 08:36:00,Gran Via,Carrer de Balmes,10
T2105,2019-03-05 08:43:00,Passeig de Gracia,Gran Via,18
T1805,2019-03-05 08:45:00,Rambla Catalunya,Carrer de Balmes,14
T1612,2019-03-05 08:46:00,Carrer de Balmes,Gran Via,15
T1437,2019-03-05 08:47:00,Napols,Gran Via,19
T1678,2019-03-05 08:47:00,Gran Via,Avinguda Diagonal,12
T2164,2019-03-05 08:49:00,Rambla Catalunya,Via Laietana,5
T2470,2019-03-05 08:50:00,Roger de Flor,Napols,7
T1050,2019-03-05 08:54:00,Passeig de Gracia,Napols,13
T2072,2019-03-05 08:56:00,Rambla Catalunya,Via Laietana,2
T2674,2019-03-05 09:01:00,Avinguda Diagonal,Gran Via,13
T2423,2019-03-05 09:10:00,Roger de Flor,Avinguda Diagonal,10
T1159,2019-03-05 09:30:00,Gran Via,Passeig de Gracia,5
T2262,2019-03-05 09:33:00,Passeig de Gracia,Roger de Flor,8
T2073,2019-03-05 09:44:00,Roger de Flor,Rambla Catalunya,6
T1043,2019-03-05 09:49:00,Carrer de Balmes,Via Laietana,15
T1149,2019-03-05 09:51:00,Roger de Flor,Roger de Flor,11
T2736,2019-03-05 12:08:00,Carrer de Balmes,Gran Via,6
T2603,2019-03-05 12:10:00,Passeig de Gracia,Gran Via,14
T2235,2019-03-05 12:14:00,Passeig de Gracia,Gran Via,12
T2107,2019-03-05 12:18:00,Passeig de Gracia,Via Laietana,10
T2251,2019-03-05 12:21:00,Napols,Rambla Catalunya,6
T2781,2019-03-05 12:30:00,Avinguda Diagonal,Rambla Catalunya,12
T2509,2019-03-05 12:46:00,Rambla Catalunya,Via Laietana,15
T1674,2019-03-05 12:48:00,Carrer de Balmes,Rambla Catalunya,10
T1079,2019-03-05 12:53:00,Napols,Gran Via,16
T2819,2019-03-05 12:55:00,Carrer de Balmes,Rambla Catalunya,14
T2990,2019-03-05 17:00:00,Roger de Flor,Passeig de Gracia,11
T1016,2019-03-05 17:15:00,Gran Via,Carrer de Balmes,16
T1225,2019-03-05 17:21:00,Roger de Flor,Avinguda Diagonal,13
T2551,2019-03-05 17:39:00,Roger de Flor,Napols,10
T1643,2019-03-05 17:41:00,Gran Via,Rambla Catalunya,13
T1111,2019-03-05 17:42:00,Carrer de Balmes,Gran Via,15
T1741,2019-03-05 17:49:00,Avinguda Diagonal,Avinguda Diagonal,10
T1308,2019-03-05 18:00:00,Napols,Napols,10
T2572,2019-03-05 18:00:00,Avinguda Diagonal,Roger de Flor,10
T2891,2019-03-05 18:00:00,Napols,Roger de Flor,10
T2818,2019-03-05 18:02:00,Via Laietana,Via Laietana,7
T1527,2019-03-05 18:04:00,Roger de Flor,Rambla Catalunya,11
T2517,2019-03-05 18:07:00,Gran Via,Napols,10
T2479,2019-03-05 18:09:00,Napols,Carrer de Balmes,18
T1274,2019-03-05 18:10:00,Via Laietana,Gran Via,7
T1468,2019-03-05 18:11:00,Rambla Catalunya,Avinguda Diagonal,3
T2440,2019-03-05 18:11:00,Rambla Catalunya,Avinguda Diagonal,11
T2695,2019-03-05 18:18:00,Napols,Via Laietana,13
T2387,2019-03-05 18:24:00,Carrer de Balmes,Rambla Catalunya,6
T2294,2019-03-05 18:27:00,Passeig de Gracia,Gran Via,14
T2006,2019-03-05 18:31:00,Gran Via,Via Laietana,11
T1424,2019-03-05 18:37:00,Gran Via,Napols,8
T1266,2019-03-05 18:56:00,Avinguda Diagonal,Avinguda Diagonal,9
T1928,2019-03-05 19:12:00,Carrer de Balmes,Carrer de Balmes,10
T1844,2019-03-05 19:42:00,Gran Via,Via Laietana,16
T1637,2019-03-05 19:57:00,Passeig de Gracia,Gran Via,10
T2026,2019-03-06 07:09:00,Passeig de Gracia,Via Laietana,15
T1084,2019-03-06 07:22:00,Roger de Flor,Napols,12
T2995,2019-03-06 07:40:00,Rambla Catalunya,Carrer de Balmes,13
T1520,2019-03-06 07:53:00,Gran Via,Rambla Catalunya,12
T2052,2019-03-06 07:54:00,Roger de Flor,Rambla Catalunya,9
T1667,2019-03-06 07:58:00,Gran Via,Roger de Flor,13
T2417,2019-03-06 08:03:00,Roger de Flor,Passeig de Gracia,13
T2461,2019-03-06 08:05:00,Passeig de Gracia,Passeig de Gracia,11
T2226,2019-03-06 08:05:00,Napols,Via Laietana,7
T1571,2019-03-06 08:06:00,Roger de Flor,Napols,14
T1332,2019-03-06 08:08:00,Roger de Flor,Avinguda Diagonal,11
T2507,2019-03-06 08:12:00,Carrer de Balmes,Via Laietana,13
T1603,2019-03-06 08:25:00,Gran Via,Passeig de Gracia,13
T1718,2019-03-06 08:32:00,Carrer de Balmes,Gran Via,10
T1810,2019-03-06 08:33:00,Rambla Catalunya,Via Laietana,5
T2292,2019-03-06 08:34:00,Via Laietana,Via Laietana,12
T2708,2019-03-06 08:36:00,Passeig de Gracia,Napols,11
T1407,2019-03-06 08:37:00,Roger de Flor,Gran Via,3
T1482,2019-03-06 08:38:00,Via Laietana,Passeig de Gracia,12
T1583,2019-03-06 08:38:00,Rambla Catalunya,Gran Via,20
T1067,2019-03-06 08:39:00,Rambla Catalunya,Roger de Flor,17
T2669,2019-03-06 08:40:00,Carrer de Balmes,Rambla Catalunya,11
T1546,2019-03-06 08:41:00,Carrer de Balmes,Avinguda Diagonal,11
T1381,2019-03-06 08:42:00,Avinguda Diagonal,Carrer de Balmes,13
T1739,2019-03-06 08:44:00,Via Laietana,Carrer de Balmes,11
T2119,2019-03-06 08:46:00,Gran Via,Avinguda Diagonal,13
T2126,2019-03-06 08:48:00,Passeig de Gracia,Avinguda Diagonal,10
T1372,2019-03-06 08:50:00,Rambla Catalunya,Avinguda Diagonal,4
T1736,2019-03-06 08:52:00,Carrer de Balmes,Napols,10
T1659,2019-03-06 08:54:00,Gran Via,Roger de Flor,14
T1543,2019-03-06 08:55:00,Avinguda Diagonal,Avinguda Diagonal,16
T2416,2019-03-06 08:59:00,Roger de Flor,Passeig de Gracia,9
T2469,2019-03-06 09:01:00,Roger de Flor,Avinguda Diagonal,16
T1711,2019-03-06 09:08:00,Via Laietana,Rambla Catalunya,12
T1791,2019-03-06 09:14:00,Avinguda Diagonal,Roger de Flor,18
T1476,2019-03-06 09:30:00,Roger de Flor,Roger de Flor,12
T1389,2019-03-06 09:31:00,Rambla Catalunya,Rambla Catalunya,10
T1469,2019-03-06 09:31:00,Avinguda Diagonal,Carrer de Balmes,14
T1494,2019-03-06 09:34:00,Roger de Flor,Via Laietana,12
T1347,2019-03-06 09:41:00,Napols,Rambla Catalunya,16
T1717,2019-03-06 09:50:00,Napols,Roger de Flor,12
T2388,2019-03-06 12:03:00,Roger de Flor,Gran Via,10
T2324,2019-03-06 12:06:00,Passeig de Gracia,Passeig de Gracia,20
T2211,2019-03-06 12:11:00,Passeig de Gracia,Rambla Catalunya,12
T2922,2019-03-06 12:43:00,Roger de Flor,Via Laietana,14
T2996,2019-03-06 17:01:00,Via Laietana,Rambla Catalunya,9
T2438,2019-03-06 17:05:00,Gran Via,Passeig de Gracia,13
T2117,2019-03-06 17:08:00,Passeig de Gracia,Gran Via,11
T1257,2019-03-06 17:12:00,Avinguda Diagonal,Gran Via,16
T2829,2019-03-06 17:13:00,Rambla Catalunya,Carrer de Balmes,13
T1710,2019-03-06 17:18:00,Gran Via,Gran Via,10
T1252,2019-03-06 17:22:00,Rambla Catalunya,Rambla Catalunya,12
T2788,2019-03-06 17:26:00,Napols,Via Laietana,14
T2109,2019-03-06 17:33:00,Avinguda Diagonal,Carrer de Balmes,10
T1959,2019-03-06 17:35:00,Gran Via,Gran Via,17
T1658,2019-03-06 17:38:00,Gran Via,Avinguda Diagonal,13
T1161,2019-03-06 17:51:00,Via Laietana,Via Laietana,9
T2288,2019-03-06 17:59:00,Roger de Flor,Avinguda Diagonal,8
T1318,2019-03-06 18:08:00,Passeig de Gracia,Gran Via,13
T2698,2019-03-06 18:12:00,Avinguda Diagonal,Via Laietana,13
T2499,2019-03-06 18:32:00,Napols,Passeig de Gracia,15
T2325,2019-03-06 18:33:00,Gran Via,Avinguda Diagonal,13
T2762,2019-03-06 18:40:00,Passeig de Gracia,Roger de Flor,11
T1916,2019-03-06 18:44:00,Roger de Flor,Napols,7
T1296,2019-03-06 18:58:00,Roger de Flor,Avinguda Diagonal,15
T2941,2019-03-06 19:04:00,Via Laietana,Avinguda Diagonal,21
T2454,2019-03-06 19:06:00,Carrer de Balmes,Napols,13
T1795,2019-03-06 19:08:00,Napols,Rambla Catalunya,8
T2133,2019-03-06 19:09:00,Napols,Via Laietana,13
T1167,2019-03-06 19:22:00,Napols,Passeig de Gracia,15
T2127,2019-03-06 19:29:00,Rambla Catalunya,Avinguda Diagonal,11
T2048,2019-03-06 19:46:00,Rambla Catalunya,Via Laietana,13
T2451,2019-03-06 19:54:00,Via Laietana,Via Laietana,14
T2751,2019-03-07 07:18:00,Passeig de Gracia,Rambla Catalunya,8
T1253,2019-03-07 07:19:00,Carrer de Balmes,Passeig de Gracia,10
T2071,2019-03-07 07:36:00,Carrer de Balmes,Napols,16
T2053,2019-03-07 07:39:00,Gran Via,Avinguda Diagonal,8
T1999,2019-03-07 07:53:00,Avinguda Diagonal,Passeig de Gracia,5
T2303,2019-03-07 08:01:00,Rambla Catalunya,Passeig de Gracia,12
T1321,2019-03-07 08:04:00,Gran Via,Rambla Catalunya,16
T2515,2019-03-07 08:17:00,Roger de Flor,Carrer de Balmes,20
T1007,2019-03-07 08:18:00,Rambla Catalunya,Avinguda Diagonal,10
T1505,2019-03-07 08:19:00,Roger de Flor,Gran Via,9
T1317,2019-03-07 08:19:00,Avinguda Diagonal,Roger de Flor,10
T1110,2019-03-07 08:20:00,Gran Via,Napols,12
T2812,2019-03-07 08:23:00,Napols,Roger de Flor,5
T2570,2019-03-07 08:26:00,Gran Via,Roger de Flor,16
T2636,2019-03-07 08:33:00,Napols,Carrer de Balmes,10
T1602,2019-03-07 08:34:00,Gran Via,Napols,7
T2411,2019-03-07 08:43:00,Gran Via,Avinguda Diagonal,17
T2241,2019-03-07 08:49:00,Avinguda Diagonal,Gran Via,8
T2266,2019-03-07 08:50:00,Roger de Flor,Via Laietana,13
T2870,2019-03-07 08:52:00,Roger de Flor,Rambla Catalunya,16
T1041,2019-03-07 08:55:00,Carrer de Balmes,Passeig de Gracia,12
T1671,2019-03-07 08:57:00,Roger de Flor,Napols,13
T1443,2019-03-07 08:59:00,Rambla Catalunya,Napols,12
T1178,2019-03-07 09:03:00,Gran Via,Gran Via,15
T1889,2019-03-07 09:11:00,Via Laietana,Napols,11
T1576,2019-03-07 09:18:00,Napols,Gran Via,11
T2903,2019-03-07 09:20:00,Napols,Avinguda Diagonal,12
T2851,2019-03-07 09:29:00,Napols,Roger de Flor,17
T2911,2019-03-07 09:36:00,Carrer de Balmes,Avinguda Diagonal,10
