trip_id,start_time,start_station,end_station,duration_min
T100076,2019-03-08 19:10:00,Aliados,Trindade,9
T100077,2019-03-09 06:56:00,Aliados,Trindade,13
T100078,2019-03-09 07:49:00,Trindade,Trindade,32
T100079,2019-03-09 08:06:00,Aliados,Aliados,21
T100080,2019-03-09 08:06:00,Aliados,Casa da Música,15
T100081,2019-03-09 08:39:00,Bolhão,Bolhão,28
T100082,2019-03-09 09:09:00,São Bento,Casa da Música,31
T100083,2019-03-09 12:44:00,Trindade,São Bento,32
T100084,2019-03-09 16:32:00,Aliados,Campanhã,24
T100085,2019-03-09 17:28:00,Aliados,Aliados,15
T100086,2019-03-09 20:26:00,Aliados,Bolhão,18
T100087,2019-03-10 05:33:00,Trindade,Bolhão,10
T100088,2019-03-10 06:43:00,Aliados,São Bento,30
T100089,2019-03-10 08:00:00,Trindade,Campanhã,17
T100090,2019-03-10 08:11:00,Aliados,Casa da Música,21
T100091,2019-03-10 10:49:00,Trindade,Aliados,27
T100092,2019-03-10 14:10:00,Marquês,Bolhão,26
T100093,2019-03-10 17:05:00,Trindade,São Bento,12
T100094,2019-03-10 21:41:00,Aliados,Marquês,26
T100095,2019-03-10 21:46:00,Trindade,Casa da Música,23
T100096,2019-03-11 07:26:00,Trindade,Trindade,14
T100097,2019-03-11 15:38:00,Campanhã,Marquês,10
T100098,2019-03-11 16:30:00,Aliados,Aliados,6
T100099,2019-03-11 17:07:00,Trindade,Campanhã,10
T100100,2019-03-11 17:58:00,Trindade,Aliados,9
T100101,2019-03-11 20:30:00,São Bento,Trindade,10
T100102,2019-03-12 08:02:00,Marquês,Trindade,10
T100103,2019-03-12 08:08:00,Aliados,Campanhã,14
T100104,2019-03-12 12:00:00,Trindade,Campanhã,7
T100105,2019-03-12 16:32:00,Casa da Música,Aliados,13
T100106,2019-03-12 16:41:00,Trindade,São Bento,8
T100107,2019-03-12 16:54:00,Trindade,Aliados,22
T100108,2019-03-12 17:58:00,Trindade,São Bento,7
T100109,2019-03-12 20:25:00,Aliados,Casa da Música,4
T100110,2019-03-13 05:05:00,Aliados,Casa da Música,16
T100111,2019-03-13 07:25:00,Trindade,Aliados,12
T100112,2019-03-13 08:23:00,Casa da Música,Aliados,10
T100113,2019-03-13 10:50:00,Trindade,Trindade,15
T100114,2019-03-13 12:48:00,Trindade,Marquês,17
T100115,2019-03-13 13:03:00,Trindade,Bolhão,12
T100116,2019-03-13 16:09:00,Aliados,Marquês,7
T100117,2019-03-13 18:30:00,Bolhão,São Bento,15
T100118,2019-03-13 19:42:00,Trindade,Aliados,15
T100119,2019-03-14 07:35:00,Aliados,Aliados,14
T100120,2019-03-14 08:41:00,Aliados,São Bento,16
T100121,2019-03-14 09:48:00,Aliados,Casa da Música,12
T100122,2019-03-14 16:38:00,Aliados,Marquês,18
T100123,2019-03-14 17:07:00,Trindade,Campanhã,11
T100124,2019-03-14 18:44:00,Trindade,Marquês,14
T100125,2019-03-15 07:01:00,Trindade,Campanhã,7
T100126,2019-03-15 07:27:00,São Bento,Bolhão,13
T100127,2019-03-15 08:14:00,Trindade,Casa da Música,18
T100128,2019-03-15 08:39:00,Aliados,Bolhão,15
T100129,2019-03-15 09:36:00,Aliados,São Bento,6
T100130,2019-03-15 16:14:00,Bolhão,Aliados,16
T100131,2019-03-15 16:26:00,Marquês,Campanhã,2
T100132,2019-03-15 17:24:00,Trindade,Aliados,7
T100133,2019-03-15 17:24:00,Casa da Música,Marquês,15
T100134,2019-03-15 18:04:00,Aliados,Campanhã,12
T100135,2019-03-15 18:52:00,Aliados,Marquês,10
T100136,2019-03-16 06:22:00,Aliados,Bolhão,20
T100137,2019-03-16 06:44:00,Casa da Música,Aliados,28
T100138,2019-03-16 06:46:00,Aliados,Casa da Música,43
T100139,2019-03-16 09:55:00,Casa da Música,Aliados,26
T100140,2019-03-16 10:26:00,Trindade,Marquês,14
T100141,2019-03-16 11:30:00,Aliados,Campanhã,24
T100142,2019-03-16 15:52:00,Aliados,São Bento,36
T100143,2019-03-16 16:24:00,Trindade,Bolhão,31
T100144,2019-03-16 17:13:00,Trindade,Bolhão,9
T100145,2019-03-16 17:33:00,Aliados,Campanhã,17
T100146,2019-03-16 19:29:00,Campanhã,Bolhão,31
T100147,2019-03-16 19:51:00,Aliados,Trindade,28
T100148,2019-03-17 06:33:00,Bolhão,Campanhã,18
T100149,2019-03-17 07:00:00,Aliados,Casa da Música,30
T100150,2019-03-17 08:59:00,Campanhã,São Bento,28
T100151,2019-03-17 09:48:00,Aliados,Campanhã,30
T100152,2019-03-17 11:07:00,Trindade,Aliados,24
T100153,2019-03-17 12:05:00,Aliados,São Bento,15
T100154,2019-03-17 15:15:00,Aliados,São Bento,3
T100155,2019-03-17 17:09:00,Campanhã,Bolhão,16
T100156,2019-03-17 17:55:00,Aliados,São Bento,24
T100157,2019-03-17 18:18:00,Trindade,Bolhão,23
T100158,2019-03-17 18:32:00,Casa da Música,Bolhão,23
T100159,2019-03-17 18:49:00,Campanhã,Casa da Música,29
T100160,2019-03-17 19:20:00,Aliados,Aliados,26
T100161,2019-03-17 21:18:00,Aliados,Campanhã,22
T100162,2019-03-18 07:08:00,Marquês,Marquês,19
T100163,2019-03-18 09:03:00,Trindade,Bolhão,8
T100164,2019-03-18 12:26:00,Aliados,Bolhão,7
T100165,2019-03-18 14:05:00,Aliados,Marquês,18
T100166,2019-03-18 17:19:00,Bolhão,São Bento,16
T100167,2019-03-18 18:02:00,Trindade,São Bento,19
T100168,2019-03-18 18:03:00,Trindade,São Bento,16
T100169,2019-03-19 06:28:00,Aliados,Marquês,18
T100170,2019-03-19 07:30:00,Trindade,Campanhã,3
T100171,2019-03-19 07:52:00,Trindade,Casa da Música,12
T100172,2019-03-19 08:02:00,Aliados,Aliados,14
T100173,2019-03-19 08:27:00,Casa da Música,Campanhã,13
T100174,2019-03-19 08:32:00,São Bento,Campanhã,17
T100175,2019-03-19 09:58:00,Aliados,Trindade,12
T100176,2019-03-19 16:08:00,Bolhão,Trindade,11
T100177,2019-03-19 17:34:00,Casa da Música,Trindade,10
T100178,2019-03-19 18:16:00,Aliados,Marquês,13
T100179,2019-03-19 18:47:00,Trindade,Bolhão,9
T100180,2019-03-19 18:48:00,Aliados,São Bento,8
T100181,2019-03-19 19:43:00,Campanhã,Marquês,15
T100182,2019-03-20 07:39:00,São Bento,Campanhã,12
T100183,2019-03-20 07:41:00,Aliados,Campanhã,18
T100184,2019-03-20 12:51:00,Aliados,Campanhã,15
T100185,2019-03-20 14:11:00,Campanhã,Casa da Música,17
T100186,2019-03-20 15:22:00,Trindade,Marquês,12
T100187,2019-03-20 15:58:00,Casa da Música,Aliados,12
T100188,2019-03-20 16:25:00,Aliados,São Bento,13
T100189,2019-03-20 17:17:00,Aliados,São Bento,20
T100190,2019-03-20 18:18:00,Casa da Música,São Bento,10
T100191,2019-03-20 18:31:00,Aliados,Aliados,14
T100192,2019-03-20 18:35:00,Trindade,Bolhão,21
T100193,2019-03-20 18:39:00,Trindade,Campanhã,13
T100194,2019-03-20 20:59:00,Marquês,Marquês,11
T100195,2019-03-21 06:07:00,Aliados,Trindade,13
T100196,2019-03-21 07:27:00,Aliados,Casa da Música,8
T100197,2019-03-21 08:46:00,Marquês,Bolhão,15
T100198,2019-03-21 17:25:00,Aliados,Aliados,13
T100199,2019-03-21 17:56:00,Aliados,São Bento,14
T100200,2019-03-21 19:24:00,Bolhão,Campanhã,9
T100201,2019-03-21 19:40:00,Trindade,Aliados,11
T100202,2019-03-22 09:07:00,Trindade,Casa da Música,6
T100203,2019-03-22 09:14:00,Aliados,Aliados,23
T100204,2019-03-22 13:36:00,Aliados,Campanhã,11
T100205,2019-03-22 16:18:00,Aliados,Campanhã,16
T100206,2019-03-22 17:21:00,Trindade,Marquês,14
T100207,2019-03-22 17:56:00,Aliados,Marquês,12
T100208,2019-03-22 18:50:00,Aliados,Bolhão,5
T100209,2019-03-23 07:07:00,Aliados,São Bento,17
T100210,2019-03-23 07:43:00,Trindade,São Bento,21
T100211,2019-03-23 10:02:00,Aliados,Bolhão,24
T100212,2019-03-23 15:27:00,Aliados,Trindade,24
T100213,2019-03-23 16:28:00,Aliados,Trindade,26
T100214,2019-03-23 17:08:00,Aliados,Trindade,26
T100215,2019-03-23 18:03:00,Trindade,São Bento,15
T100216,2019-03-23 18:14:00,Aliados,Casa da Música,12
T100217,2019-03-23 18:25:00,Bolhão,Trindade,19
T100218,2019-03-23 18:31:00,Aliados,Campanhã,21
T100219,2019-03-23 19:22:00,Aliados,Casa da Música,18
T100220,2019-03-23 19:49:00,Aliados,Campanhã,10
T100221,2019-03-23 20:07:00,Aliados,Casa da Música,37
T100222,2019-03-23 20:21:00,Aliados,Campanhã,16
T100223,2019-03-24 07:18:00,Aliados,Trindade,16
T100224,2019-03-24 07:57:00,Aliados,Bolhão,30
T100225,2019-03-24 08:37:00,Trindade,Casa da Música,25
T100226,2019-03-24 08:46:00,Campanhã,São Bento,11
T100227,2019-03-24 17:02:00,Trindade,Casa da Música,26
T100228,2019-03-24 17:38:00,Trindade,Casa da Música,19
T100229,2019-03-24 18:04:00,Aliados,Casa da Música,23
T100230,2019-03-24 20:04:00,Trindade,Campanhã,13
T100231,2019-03-25 07:28:00,Bolhão,São Bento,15
T100232,2019-03-25 07:32:00,Trindade,Campanhã,10
T100233,2019-03-25 07:58:00,Aliados,Aliados,13
T100234,2019-03-25 10:12:00,Trindade,Casa da Música,17
T100235,2019-03-25 10:46:00,Aliados,Casa da Música,6
T100236,2019-03-25 14:22:00,Trindade,Campanhã,9
T100237,2019-03-25 14:46:00,Trindade,Bolhão,11
T100238,2019-03-25 14:53:00,Marquês,Campanhã,12
T100239,2019-03-25 15:35:00,Trindade,Marquês,12
T100240,2019-03-25 16:56:00,Aliados,Casa da Música,16
T100241,2019-03-25 17:18:00,Trindade,Trindade,6
T100242,2019-03-25 17:36:00,Aliados,Marquês,18
T100243,2019-03-25 18:07:00,Trindade,Bolhão,14
T100244,2019-03-25 18:33:00,Casa da Música,Casa da Música,15
T100245,2019-03-25 18:57:00,Aliados,Casa da Música,14
T100246,2019-03-25 19:00:00,Aliados,Aliados,12
T100247,2019-03-25 19:14:00,Aliados,Casa da Música,18
T100248,2019-03-25 19:33:00,Trindade,Aliados,9
T100249,2019-03-25 20:46:00,Trindade,Marquês,3
T100250,2019-03-26 07:25:00,Aliados,Marquês,11
T100251,2019-03-26 08:40:00,Trindade,Campanhã,7
T100252,2019-03-26 08:48:00,Aliados,São Bento,11
T100253,2019-03-26 09:03:00,Aliados,Bolhão,11
T100254,2019-03-26 10:41:00,Aliados,Trindade,11
T100255,2019-03-26 13:02:00,Aliados,Aliados,11
T100256,2019-03-26 13:44:00,São Bento,São Bento,13
T100257,2019-03-26 15:08:00,Aliados,Aliados,10
T100258,2019-03-26 15:47:00,Aliados,São Bento,3
T100259,2019-03-26 20:57:00,Campanhã,Casa da Música,18
T100260,2019-03-27 07:00:00,Aliados,Marquês,5
T100261,2019-03-27 07:59:00,Aliados,Trindade,13
T100262,2019-03-27 08:02:00,Trindade,Bolhão,8
T100263,2019-03-27 08:05:00,Trindade,São Bento,14
T100264,2019-03-27 08:44:00,Casa da Música,Bolhão,12
T100265,2019-03-27 10:06:00,Trindade,Casa da Música,18
T100266,2019-03-27 13:13:00,Marquês,Aliados,19
T100267,2019-03-27 15:26:00,Trindade,Casa da Música,14
T100268,2019-03-27 17:35:00,Trindade,Aliados,9
T100269,2019-03-27 17:36:00,Trindade,Marquês,14
T100270,2019-03-27 17:50:00,Casa da Música,Bolhão,11
T100271,2019-03-27 19:44:00,Aliados,São Bento,10
T100272,2019-03-28 08:01:00,Campanhã,Marquês,22
T100273,2019-03-28 10:27:00,Bolhão,Campanhã,9
T100274,2019-03-28 11:44:00,Campanhã,Casa da Música,14
T100275,2019-03-28 12:42:00,Trindade,Bolhão,12
T100276,2019-03-28 14:27:00,Aliados,São Bento,11
T100277,2019-03-28 20:30:00,Aliados,Aliados,10
T100278,2019-03-29 06:21:00,Aliados,Trindade,11
T100279,2019-03-29 07:07:00,Trindade,Aliados,15
T100280,2019-03-29 08:39:00,Aliados,Casa da Música,12
T100281,2019-03-29 08:52:00,Trindade,São Bento,12
T100282,2019-03-29 08:54:00,Trindade,Bolhão,8
T100283,2019-03-29 08:54:00,Aliados,Campanhã,17
T100284,2019-03-29 08:55:00,Aliados,Marquês,12
T100285,2019-03-29 12:16:00,Aliados,Marquês,11
T100286,2019-03-29 13:04:00,Aliados,São Bento,9
T100287,2019-03-29 17:42:00,Trindade,Marquês,9
T100288,2019-03-29 17:47:00,Trindade,Casa da Música,13
T100289,2019-03-29 18:55:00,Trindade,Campanhã,14
T100290,2019-03-29 19:03:00,Aliados,Bolhão,19
T100291,2019-03-29 19:09:00,Aliados,Aliados,14
T100292,2019-03-29 19:16:00,Bolhão,Campanhã,18
T100293,2019-03-30 06:10:00,Aliados,Campanhã,26
T100294,2019-03-30 06:56:00,Aliados,Bolhão,31
T100295,2019-03-30 07:16:00,Trindade,Campanhã,21
T100296,2019-03-30 08:50:00,Aliados,Campanhã,26
T100297,2019-03-30 08:53:00,Aliados,Marquês,11
T100298,2019-03-30 12:09:00,Aliados,Bolhão,10
T100299,2019-03-30 15:34:00,Trindade,Bolhão,15
T100300,2019-03-30 17:24:00,Campanhã,São Bento,30
T100301,2019-03-30 17:36:00,Aliados,Aliados,25
T100302,2019-03-30 18:11:00,Trindade,Bolhão,37
T100303,2019-03-30 18:31:00,São Bento,São Bento,14
T100304,2019-03-30 18:37:00,Aliados,Casa da Música,22
T100305,2019-03-30 18:38:00,Aliados,Trindade,22
T100306,2019-03-30 18:51:00,São Bento,Casa da Música,28
T100307,2019-03-30 21:42:00,Aliados,Marquês,16
T100308,2019-03-31 05:56:00,Bolhão,Marquês,23
T100309,2019-03-31 08:39:00,Aliados,São Bento,26
T100310,2019-03-31 10:50:00,Aliados,Bolhão,24
T100311,2019-03-31 14:24:00,Aliados,Campanhã,26
T100312,2019-03-31 18:53:00,Aliados,Bolhão,32
