error,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime
0,231,28,203,2019-03-04 13:15:00
0,223,27,196,2019-03-04 13:30:00
0,232,28,204,2019-03-04 13:45:00
0,204,24,180,2019-03-04 14:00:00
0,212,25,187,2019-03-04 14:15:00
0,219,26,193,2019-03-04 14:30:00
0,198,24,174,2019-03-04 14:45:00
0,202,24,178,2019-03-04 15:00:00
0,195,23,172,2019-03-04 15:15:00
0,201,24,177,2019-03-04 15:30:00
0,188,23,165,2019-03-04 15:45:00
0,209,25,184,2019-03-04 16:00:00
0,213,26,187,2019-03-04 16:15:00
0,224,27,197,2019-03-04 16:30:00
0,226,27,199,2019-03-04 16:45:00
0,252,30,222,2019-03-04 17:00:00
0,257,31,226,2019-03-04 17:15:00
0,271,33,238,2019-03-04 17:30:00
0,245,29,216,2019-03-04 17:45:00
0,315,38,277,2019-03-04 18:00:00
0,319,38,281,2019-03-04 18:15:00
0,333,40,293,2019-03-04 18:30:00
0,327,39,288,2019-03-04 18:45:00
0,242,29,213,2019-03-04 19:00:00
0,241,29,212,2019-03-04 19:15:00
0,242,29,213,2019-03-04 19:30:00
0,260,31,229,2019-03-04 19:45:00
0,166,20,146,2019-03-04 20:00:00
0,167,20,147,2019-03-04 20:15:00
0,174,21,153,2019-03-04 20:30:00
0,169,20,149,2019-03-04 20:45:00
0,113,14,99,2019-03-04 21:00:00
0,104,12,92,2019-03-04 21:15:00
0,115,14,101,2019-03-04 21:30:00
0,111,13,98,2019-03-04 21:45:00
0,82,10,72,2019-03-04 22:00:00
0,77,9,68,2019-03-04 22:15:00
0,70,8,62,2019-03-04 22:30:00
0,77,9,68,2019-03-04 22:45:00
0,37,4,33,2019-03-04 23:00:00
0,51,6,45,2019-03-04 23:15:00
0,40,5,35,2019-03-04 23:30:00
0,46,6,40,2019-03-04 23:45:00
0,12,1,11,2019-03-05 00:00:00
0,28,3,25,2019-03-05 00:15:00
0,8,1,7,2019-03-05 00:30:00
0,5,1,4,2019-03-05 00:45:00
0,17,2,15,2019-03-05 01:00:00
0,11,1,10,2019-03-05 01:15:00
0,22,3,19,2019-03-05 01:30:00
0,42,5,37,2019-03-05 01:45:00
0,10,1,9,2019-03-05 02:00:00
0,12,1,11,2019-03-05 02:15:00
0,20,2,18,2019-03-05 02:30:00
0,23,3,20,2019-03-05 02:45:00
0,16,2,14,2019-03-05 03:00:00
0,16,2,14,2019-03-05 03:15:00
0,25,3,22,2019-03-05 03:30:00
0,23,3,20,2019-03-05 03:45:00
0,12,1,11,2019-03-05 04:00:00
0,21,3,18,2019-03-05 04:15:00
0,22,3,19,2019-03-05 04:30:00
0,11,1,10,2019-03-05 04:45:00
0,43,5,38,2019-03-05 05:00:00
0,31,4,27,2019-03-05 05:15:00
0,50,6,44,2019-03-05 05:30:00
0,42,5,37,2019-03-05 05:45:00
0,96,12,84,2019-03-05 06:00:00
0,89,11,78,2019-03-05 06:15:00
0,94,11,83,2019-03-05 06:30:00
0,75,9,66,2019-03-05 06:45:00
0,179,21,158,2019-03-05 07:00:00
0,194,23,171,2019-03-05 07:15:00
0,169,20,149,2019-03-05 07:30:00
0,198,24,174,2019-03-05 07:45:00
0,273,33,240,2019-03-05 08:00:00
0,298,36,262,2019-03-05 08:15:00
0,282,34,248,2019-03-05 08:30:00
0,298,36,262,2019-03-05 08:45:00
0,231,28,203,2019-03-05 09:00:00
0,215,26,189,2019-03-05 09:15:00
0,242,29,213,2019-03-05 09:30:00
0,244,29,215,2019-03-05 09:45:00
0,199,24,175,2019-03-05 10:00:00
0,197,24,173,2019-03-05 10:15:00
0,198,24,174,2019-03-05 10:30:00
0,190,23,167,2019-03-05 10:45:00
0,216,26,190,2019-03-05 11:00:00
0,200,24,176,2019-03-05 11:15:00
0,204,24,180,2019-03-05 11:30:00
0,197,24,173,2019-03-05 11:45:00
0,214,26,188,2019-03-05 12:00:00
0,207,25,182,2019-03-05 12:15:00
0,233,28,205,2019-03-05 12:30:00
0,218,26,192,2019-03-05 12:45:00
0,235,28,207,2019-03-05 13:00:00
0,225,27,198,2019-03-05 13:15:00
0,218,26,192,2019-03-05 13:30:00
0,222,27,195,2019-03-05 13:45:00
0,199,24,175,2019-03-05 14:00:00
0,205,25,180,2019-03-05 14:15:00
0,201,24,177,2019-03-05 14:30:00
0,202,24,178,2019-03-05 14:45:00
0,186,22,164,2019-03-05 15:00:00
0,192,23,169,2019-03-05 15:15:00
0,217,26,191,2019-03-05 15:30:00
0,193,23,170,2019-03-05 15:45:00
0,204,24,180,2019-03-05 16:00:00
0,218,26,192,2019-03-05 16:15:00
0,229,27,202,2019-03-05 16:30:00
0,200,24,176,2019-03-05 16:45:00
0,263,32,231,2019-03-05 17:00:00
0,259,31,228,2019-03-05 17:15:00
0,247,30,217,2019-03-05 17:30:00
0,272,33,239,2019-03-05 17:45:00
0,320,38,282,2019-03-05 18:00:00
0,321,39,282,2019-03-05 18:15:00
0,312,37,275,2019-03-05 18:30:00
0,325,39,286,2019-03-05 18:45:00
0,240,29,211,2019-03-05 19:00:00
0,244,29,215,2019-03-05 19:15:00
0,234,28,206,2019-03-05 19:30:00
0,233,28,205,2019-03-05 19:45:00
0,183,22,161,2019-03-05 20:00:00
0,165,20,145,2019-03-05 20:15:00
0,173,21,152,2019-03-05 20:30:00
0,170,20,150,2019-03-05 20:45:00
0,111,13,98,2019-03-05 21:00:00
0,110,13,97,2019-03-05 21:15:00
0,121,15,106,2019-03-05 21:30:00
0,112,13,99,2019-03-05 21:45:00
0,68,8,60,2019-03-05 22:00:00
0,70,8,62,2019-03-05 22:15:00
0,82,10,72,2019-03-05 22:30:00
0,77,9,68,2019-03-05 22:45:00
0,44,5,39,2019-03-05 23:00:00
0,34,4,30,2019-03-05 23:15:00
0,26,3,23,2019-03-05 23:30:00
0,49,6,43,2019-03-05 23:45:00
0,35,4,31,2019-03-06 00:00:00
0,24,3,21,2019-03-06 00:15:00
0,30,4,26,2019-03-06 00:30:00
0,33,4,29,2019-03-06 00:45:00
0,28,3,25,2019-03-06 01:00:00
0,29,3,26,2019-03-06 01:15:00
0,15,2,13,2019-03-06 01:30:00
0,35,4,31,2019-03-06 01:45:00
0,6,1,5,2019-03-06 02:00:00
0,27,3,24,2019-03-06 02:15:00
0,23,3,20,2019-03-06 02:30:00
0,27,3,24,2019-03-06 02:45:00
0,37,4,33,2019-03-06 03:00:00
0,33,4,29,2019-03-06 03:15:00
0,7,1,6,2019-03-06 03:30:00
0,1,0,1,2019-03-06 03:45:00
0,30,4,26,2019-03-06 04:00:00
0,12,1,11,2019-03-06 04:15:00
0,22,3,19,2019-03-06 04:30:00
0,30,4,26,2019-03-06 04:45:00
0,24,3,21,2019-03-06 05:00:00
0,19,2,17,2019-03-06 05:15:00
0,43,5,38,2019-03-06 05:30:00
0,40,5,35,2019-03-06 05:45:00
0,93,11,82,2019-03-06 06:00:00
0,95,11,84,2019-03-06 06:15:00
0,86,10,76,2019-03-06 06:30:00
0,80,10,70,2019-03-06 06:45:00
0,188,23,165,2019-03-06 07:00:00
0,180,22,158,2019-03-06 07:15:00
0,174,21,153,2019-03-06 07:30:00
0,195,23,172,2019-03-06 07:45:00
0,289,35,254,2019-03-06 08:00:00
0,294,35,259,2019-03-06 08:15:00
0,280,34,246,2019-03-06 08:30:00
0,283,34,249,2019-03-06 08:45:00
0,220,26,194,2019-03-06 09:00:00
0,221,27,194,2019-03-06 09:15:00
0,232,28,204,2019-03-06 09:30:00
0,222,27,195,2019-03-06 09:45:00
0,204,24,180,2019-03-06 10:00:00
0,203,24,179,2019-03-06 10:15:00
0,220,26,194,2019-03-06 10:30:00
0,186,22,164,2019-03-06 10:45:00
0,214,26,188,2019-03-06 11:00:00
0,204,24,180,2019-03-06 11:15:00
0,205,25,180,2019-03-06 11:30:00
0,191,23,168,2019-03-06 11:45:00
0,215,26,189,2019-03-06 12:00:00
0,227,27,200,2019-03-06 12:15:00
0,219,26,193,2019-03-06 12:30:00
0,221,27,194,2019-03-06 12:45:00
0,222,27,195,2019-03-06 13:00:00
0,237,28,209,2019-03-06 13:15:00
0,225,27,198,2019-03-06 13:30:00
0,203,24,179,2019-03-06 13:45:00
0,198,24,174,2019-03-06 14:00:00
0,185,22,163,2019-03-06 14:15:00
0,172,21,151,2019-03-06 14:30:00
0,200,24,176,2019-03-06 14:45:00
0,213,26,187,2019-03-06 15:00:00
0,200,24,176,2019-03-06 15:15:00
0,188,23,165,2019-03-06 15:30:00
0,191,23,168,2019-03-06 15:45:00
0,226,27,199,2019-03-06 16:00:00
0,217,26,191,2019-03-06 16:15:00
0,215,26,189,2019-03-06 16:30:00
0,214,26,188,2019-03-06 16:45:00
0,265,32,233,2019-03-06 17:00:00
0,273,33,240,2019-03-06 17:15:00
0,271,33,238,2019-03-06 17:30:00
0,267,32,235,2019-03-06 17:45:00
0,310,37,273,2019-03-06 18:00:00
0,325,39,286,2019-03-06 18:15:00
0,313,38,275,2019-03-06 18:30:00
0,331,40,291,2019-03-06 18:45:00
0,232,28,204,2019-03-06 19:00:00
0,244,29,215,2019-03-06 19:15:00
0,245,29,216,2019-03-06 19:30:00
0,232,28,204,2019-03-06 19:45:00
0,187,22,165,2019-03-06 20:00:00
0,185,22,163,2019-03-06 20:15:00
0,165,20,145,2019-03-06 20:30:00
0,178,21,157,2019-03-06 20:45:00
0,119,14,105,2019-03-06 21:00:00
0,89,11,78,2019-03-06 21:15:00
0,118,14,104,2019-03-06 21:30:00
0,114,14,100,2019-03-06 21:45:00
0,71,9,62,2019-03-06 22:00:00
0,59,7,52,2019-03-06 22:15:00
0,67,8,59,2019-03-06 22:30:00
0,68,8,60,2019-03-06 22:45:00
0,52,6,46,2019-03-06 23:00:00
0,43,5,38,2019-03-06 23:15:00
0,40,5,35,2019-03-06 23:30:00
0,55,7,48,2019-03-06 23:45:00
0,19,2,17,2019-03-07 00:00:00
0,21,3,18,2019-03-07 00:15:00
0,7,1,6,2019-03-07 00:30:00
0,41,5,36,2019-03-07 00:45:00
0,30,4,26,2019-03-07 01:00:00
0,29,3,26,2019-03-07 01:15:00
0,27,3,24,2019-03-07 01:30:00
0,21,3,18,2019-03-07 01:45:00
0,20,2,18,2019-03-07 02:00:00
0,15,2,13,2019-03-07 02:15:00
0,16,2,14,2019-03-07 02:30:00
0,19,2,17,2019-03-07 02:45:00
0,33,4,29,2019-03-07 03:00:00
0,24,3,21,2019-03-07 03:15:00
0,17,2,15,2019-03-07 03:30:00
0,12,1,11,2019-03-07 03:45:00
0,16,2,14,2019-03-07 04:00:00
0,38,5,33,2019-03-07 04:15:00
0,27,3,24,2019-03-07 04:30:00
0,23,3,20,2019-03-07 04:45:00
0,37,4,33,2019-03-07 05:00:00
0,29,3,26,2019-03-07 05:15:00
0,39,5,34,2019-03-07 05:30:00
0,49,6,43,2019-03-07 05:45:00
0,91,11,80,2019-03-07 06:00:00
0,93,11,82,2019-03-07 06:15:00
0,93,11,82,2019-03-07 06:30:00
0,96,12,84,2019-03-07 06:45:00
0,174,21,153,2019-03-07 07:00:00
0,188,23,165,2019-03-07 07:15:00
0,181,22,159,2019-03-07 07:30:00
0,199,24,175,2019-03-07 07:45:00
0,282,34,248,2019-03-07 08:00:00
0,296,36,260,2019-03-07 08:15:00
0,305,37,268,2019-03-07 08:30:00
0,287,34,253,2019-03-07 08:45:00
0,224,27,197,2019-03-07 09:00:00
0,232,28,204,2019-03-07 09:15:00
0,230,28,202,2019-03-07 09:30:00
0,220,26,194,2019-03-07 09:45:00
0,205,25,180,2019-03-07 10:00:00
0,220,26,194,2019-03-07 10:15:00
0,197,24,173,2019-03-07 10:30:00
0,198,24,174,2019-03-07 10:45:00
0,195,23,172,2019-03-07 11:00:00
0,208,25,183,2019-03-07 11:15:00
0,193,23,170,2019-03-07 11:30:00
0,194,23,171,2019-03-07 11:45:00
0,233,28,205,2019-03-07 12:00:00
0,211,25,186,2019-03-07 12:15:00
0,231,28,203,2019-03-07 12:30:00
0,235,28,207,2019-03-07 12:45:00
0,228,27,201,2019-03-07 13:00:00
0,231,28,203,2019-03-07 13:15:00
0,245,29,216,2019-03-07 13:30:00
0,223,27,196,2019-03-07 13:45:00
0,199,24,175,2019-03-07 14:00:00
0,191,23,168,2019-03-07 14:15:00
0,205,25,180,2019-03-07 14:30:00
0,220,26,194,2019-03-07 14:45:00
0,210,25,185,2019-03-07 15:00:00
0,191,23,168,2019-03-07 15:15:00
0,191,23,168,2019-03-07 15:30:00
0,195,23,172,2019-03-07 15:45:00
0,218,26,192,2019-03-07 16:00:00
0,213,26,187,2019-03-07 16:15:00
0,217,26,191,2019-03-07 16:30:00
0,218,26,192,2019-03-07 16:45:00
0,262,31,231,2019-03-07 17:00:00
0,265,32,233,2019-03-07 17:15:00
0,267,32,235,2019-03-07 17:30:00
0,264,32,232,2019-03-07 17:45:00
0,325,39,286,2019-03-07 18:00:00
0,339,41,298,2019-03-07 18:15:00
0,326,39,287,2019-03-07 18:30:00
0,321,39,282,2019-03-07 18:45:00
0,228,27,201,2019-03-07 19:00:00
0,249,30,219,2019-03-07 19:15:00
0,226,27,199,2019-03-07 19:30:00
0,231,28,203,2019-03-07 19:45:00
0,179,21,158,2019-03-07 20:00:00
0,177,21,156,2019-03-07 20:15:00
0,169,20,149,2019-03-07 20:30:00
0,153,18,135,2019-03-07 20:45:00
0,111,13,98,2019-03-07 21:00:00
0,108,13,95,2019-03-07 21:15:00
0,121,15,106,2019-03-07 21:30:00
0,138,17,121,2019-03-07 21:45:00
0,72,9,63,2019-03-07 22:00:00
0,62,7,55,2019-03-07 22:15:00
0,58,7,51,2019-03-07 22:30:00
0,69,8,61,2019-03-07 22:45:00
0,38,5,33,2019-03-07 23:00:00
0,28,3,25,2019-03-07 23:15:00
0,41,5,36,2019-03-07 23:30:00
0,28,3,25,2019-03-07 23:45:00
0,36,4,32,2019-03-08 00:00:00
0,36,4,32,2019-03-08 00:15:00
0,36,4,32,2019-03-08 00:30:00
0,20,2,18,2019-03-08 00:45:00
0,25,3,22,2019-03-08 01:00:00
0,19,2,17,2019-03-08 01:15:00
0,16,2,14,2019-03-08 01:30:00
0,17,2,15,2019-03-08 01:45:00
0,5,1,4,2019-03-08 02:00:00
0,4,0,4,2019-03-08 02:15:00
0,26,3,23,2019-03-08 02:30:00
0,16,2,14,2019-03-08 02:45:00
0,20,2,18,2019-03-08 03:00:00
0,28,3,25,2019-03-08 03:15:00
0,1,0,1,2019-03-08 03:30:00
0,10,1,9,2019-03-08 03:45:00
0,24,3,21,2019-03-08 04:00:00
0,26,3,23,2019-03-08 04:15:00
0,18,2,16,2019-03-08 04:30:00
0,32,4,28,2019-03-08 04:45:00
0,42,5,37,2019-03-08 05:00:00
0,28,3,25,2019-03-08 05:15:00
0,31,4,27,2019-03-08 05:30:00
0,48,6,42,2019-03-08 05:45:00
0,100,12,88,2019-03-08 06:00:00
0,76,9,67,2019-03-08 06:15:00
0,108,13,95,2019-03-08 06:30:00
0,101,12,89,2019-03-08 06:45:00
0,203,24,179,2019-03-08 07:00:00
0,186,22,164,2019-03-08 07:15:00
0,187,22,165,2019-03-08 07:30:00
0,179,21,158,2019-03-08 07:45:00
0,315,38,277,2019-03-08 08:00:00
0,288,35,253,2019-03-08 08:15:00
0,306,37,269,2019-03-08 08:30:00
0,284,34,250,2019-03-08 08:45:00
0,232,28,204,2019-03-08 09:00:00
0,213,26,187,2019-03-08 09:15:00
0,226,27,199,2019-03-08 09:30:00
0,240,29,211,2019-03-08 09:45:00
0,187,22,165,2019-03-08 10:00:00
0,211,25,186,2019-03-08 10:15:00
0,203,24,179,2019-03-08 10:30:00
0,190,23,167,2019-03-08 10:45:00
0,200,24,176,2019-03-08 11:00:00
0,200,24,176,2019-03-08 11:15:00
0,205,25,180,2019-03-08 11:30:00
0,200,24,176,2019-03-08 11:45:00
0,212,25,187,2019-03-08 12:00:00
0,217,26,191,2019-03-08 12:15:00
0,210,25,185,2019-03-08 12:30:00
0,207,25,182,2019-03-08 12:45:00
0,225,27,198,2019-03-08 13:00:00
0,234,28,206,2019-03-08 13:15:00
0,210,25,185,2019-03-08 13:30:00
0,225,27,198,2019-03-08 13:45:00
0,199,24,175,2019-03-08 14:00:00
0,195,23,172,2019-03-08 14:15:00
0,214,26,188,2019-03-08 14:30:00
0,200,24,176,2019-03-08 14:45:00
0,215,26,189,2019-03-08 15:00:00
0,192,23,169,2019-03-08 15:15:00
0,204,24,180,2019-03-08 15:30:00
0,198,24,174,2019-03-08 15:45:00
0,207,25,182,2019-03-08 16:00:00
0,221,27,194,2019-03-08 16:15:00
0,213,26,187,2019-03-08 16:30:00
0,221,27,194,2019-03-08 16:45:00
0,265,32,233,2019-03-08 17:00:00
0,254,30,224,2019-03-08 17:15:00
0,264,32,232,2019-03-08 17:30:00
0,266,32,234,2019-03-08 17:45:00
0,330,40,290,2019-03-08 18:00:00
0,311,37,274,2019-03-08 18:15:00
0,320,38,282,2019-03-08 18:30:00
0,303,36,267,2019-03-08 18:45:00
0,252,30,222,2019-03-08 19:00:00
0,234,28,206,2019-03-08 19:15:00
0,227,27,200,2019-03-08 19:30:00
0,244,29,215,2019-03-08 19:45:00
0,181,22,159,2019-03-08 20:00:00
0,155,19,136,2019-03-08 20:15:00
0,159,19,140,2019-03-08 20:30:00
0,163,20,143,2019-03-08 20:45:00
0,104,12,92,2019-03-08 21:00:00
0,119,14,105,2019-03-08 21:15:00
0,107,13,94,2019-03-08 21:30:00
0,108,13,95,2019-03-08 21:45:00
0,76,9,67,2019-03-08 22:00:00
0,62,7,55,2019-03-08 22:15:00
0,74,9,65,2019-03-08 22:30:00
0,60,7,53,2019-03-08 22:45:00
0,28,3,25,2019-03-08 23:00:00
0,22,3,19,2019-03-08 23:15:00
0,59,7,52,2019-03-08 23:30:00
0,37,4,33,2019-03-08 23:45:00
0,17,2,15,2019-03-09 00:00:00
0,15,2,13,2019-03-09 00:15:00
0,17,2,15,2019-03-09 00:30:00
0,15,2,13,2019-03-09 00:45:00
0,31,4,27,2019-03-09 01:00:00
0,2,0,2,2019-03-09 01:15:00
0,0,0,0,2019-03-09 01:30:00
0,2,0,2,2019-03-09 01:45:00
0,0,0,0,2019-03-09 02:00:00
0,18,2,16,2019-03-09 02:15:00
0,19,2,17,2019-03-09 02:30:00
0,1,0,1,2019-03-09 02:45:00
0,0,0,0,2019-03-09 03:00:00
0,7,1,6,2019-03-09 03:15:00
0,25,3,22,2019-03-09 03:30:00
0,0,0,0,2019-03-09 03:45:00
0,18,2,16,2019-03-09 04:00:00
0,2,0,2,2019-03-09 04:15:00
0,24,3,21,2019-03-09 04:30:00
0,2,0,2,2019-03-09 04:45:00
0,21,3,18,2019-03-09 05:00:00
0,9,1,8,2019-03-09 05:15:00
0,14,2,12,2019-03-09 05:30:00
0,38,5,33,2019-03-09 05:45:00
0,65,8,57,2019-03-09 06:00:00
0,53,6,47,2019-03-09 06:15:00
0,48,6,42,2019-03-09 06:30:00
0,38,5,33,2019-03-09 06:45:00
0,110,13,97,2019-03-09 07:00:00
0,114,14,100,2019-03-09 07:15:00
0,113,14,99,2019-03-09 07:30:00
0,113,14,99,2019-03-09 07:45:00
0,163,20,143,2019-03-09 08:00:00
0,173,21,152,2019-03-09 08:15:00
0,174,21,153,2019-03-09 08:30:00
0,187,22,165,2019-03-09 08:45:00
0,157,19,138,2019-03-09 09:00:00
0,137,16,121,2019-03-09 09:15:00
0,130,16,114,2019-03-09 09:30:00
0,137,16,121,2019-03-09 09:45:00
0,114,14,100,2019-03-09 10:00:00
0,113,14,99,2019-03-09 10:15:00
0,119,14,105,2019-03-09 10:30:00
0,110,13,97,2019-03-09 10:45:00
0,129,15,114,2019-03-09 11:00:00
0,122,15,107,2019-03-09 11:15:00
0,126,15,111,2019-03-09 11:30:00
0,121,15,106,2019-03-09 11:45:00
0,125,15,110,2019-03-09 12:00:00
0,123,15,108,2019-03-09 12:15:00
0,130,16,114,2019-03-09 12:30:00
0,127,15,112,2019-03-09 12:45:00
0,137,16,121,2019-03-09 13:00:00
0,135,16,119,2019-03-09 13:15:00
0,121,15,106,2019-03-09 13:30:00
0,136,16,120,2019-03-09 13:45:00
0,110,13,97,2019-03-09 14:00:00
0,117,14,103,2019-03-09 14:15:00
0,120,14,106,2019-03-09 14:30:00
0,102,12,90,2019-03-09 14:45:00
0,121,15,106,2019-03-09 15:00:00
0,122,15,107,2019-03-09 15:15:00
0,118,14,104,2019-03-09 15:30:00
0,116,14,102,2019-03-09 15:45:00
0,125,15,110,2019-03-09 16:00:00
0,119,14,105,2019-03-09 16:15:00
0,126,15,111,2019-03-09 16:30:00
0,123,15,108,2019-03-09 16:45:00
0,160,19,141,2019-03-09 17:00:00
0,147,18,129,2019-03-09 17:15:00
0,161,19,142,2019-03-09 17:30:00
0,160,19,141,2019-03-09 17:45:00
0,191,23,168,2019-03-09 18:00:00
0,188,23,165,2019-03-09 18:15:00
0,198,24,174,2019-03-09 18:30:00
0,175,21,154,2019-03-09 18:45:00
0,152,18,134,2019-03-09 19:00:00
0,149,18,131,2019-03-09 19:15:00
0,150,18,132,2019-03-09 19:30:00
0,151,18,133,2019-03-09 19:45:00
0,95,11,84,2019-03-09 20:00:00
0,99,12,87,2019-03-09 20:15:00
0,108,13,95,2019-03-09 20:30:00
0,106,13,93,2019-03-09 20:45:00
0,71,9,62,2019-03-09 21:00:00
0,54,6,48,2019-03-09 21:15:00
0,74,9,65,2019-03-09 21:30:00
0,81,10,71,2019-03-09 21:45:00
0,52,6,46,2019-03-09 22:00:00
0,44,5,39,2019-03-09 22:15:00
0,26,3,23,2019-03-09 22:30:00
0,51,6,45,2019-03-09 22:45:00
0,23,3,20,2019-03-09 23:00:00
0,0,0,0,2019-03-09 23:15:00
0,28,3,25,2019-03-09 23:30:00
0,9,1,8,2019-03-09 23:45:00
0,2,0,2,2019-03-10 00:00:00
0,9,1,8,2019-03-10 00:15:00
0,28,3,25,2019-03-10 00:30:00
0,11,1,10,2019-03-10 00:45:00
0,15,2,13,2019-03-10 01:00:00
0,29,3,26,2019-03-10 01:15:00
0,28,3,25,2019-03-10 01:30:00
0,11,1,10,2019-03-10 01:45:00
0,8,1,7,2019-03-10 02:00:00
0,0,0,0,2019-03-10 02:15:00
0,4,0,4,2019-03-10 02:30:00
0,15,2,13,2019-03-10 02:45:00
0,15,2,13,2019-03-10 03:00:00
0,12,1,11,2019-03-10 03:15:00
0,21,3,18,2019-03-10 03:30:00
0,3,0,3,2019-03-10 03:45:00
0,13,2,11,2019-03-10 04:00:00
0,21,3,18,2019-03-10 04:15:00
0,19,2,17,2019-03-10 04:30:00
0,24,3,21,2019-03-10 04:45:00
0,28,3,25,2019-03-10 05:00:00
0,21,3,18,2019-03-10 05:15:00
0,28,3,25,2019-03-10 05:30:00
0,14,2,12,2019-03-10 05:45:00
0,41,5,36,2019-03-10 06:00:00
0,63,8,55,2019-03-10 06:15:00
0,56,7,49,2019-03-10 06:30:00
0,60,7,53,2019-03-10 06:45:00
0,97,12,85,2019-03-10 07:00:00
0,110,13,97,2019-03-10 07:15:00
0,108,13,95,2019-03-10 07:30:00
0,105,13,92,2019-03-10 07:45:00
0,151,18,133,2019-03-10 08:00:00
0,171,21,150,2019-03-10 08:15:00
0,183,22,161,2019-03-10 08:30:00
0,178,21,157,2019-03-10 08:45:00
0,132,16,116,2019-03-10 09:00:00
0,138,17,121,2019-03-10 09:15:00
0,146,18,128,2019-03-10 09:30:00
0,110,13,97,2019-03-10 09:45:00
0,119,14,105,2019-03-10 10:00:00
0,125,15,110,2019-03-10 10:15:00
0,127,15,112,2019-03-10 10:30:00
0,137,16,121,2019-03-10 10:45:00
0,134,16,118,2019-03-10 11:00:00
0,126,15,111,2019-03-10 11:15:00
0,126,15,111,2019-03-10 11:30:00
0,131,16,115,2019-03-10 11:45:00
0,127,15,112,2019-03-10 12:00:00
0,132,16,116,2019-03-10 12:15:00
0,141,17,124,2019-03-10 12:30:00
0,152,18,134,2019-03-10 12:45:00
0,133,16,117,2019-03-10 13:00:00
0,135,16,119,2019-03-10 13:15:00
0,137,16,121,2019-03-10 13:30:00
0,148,18,130,2019-03-10 13:45:00
0,123,15,108,2019-03-10 14:00:00
0,138,17,121,2019-03-10 14:15:00
0,113,14,99,2019-03-10 14:30:00
0,121,15,106,2019-03-10 14:45:00
0,118,14,104,2019-03-10 15:00:00
0,128,15,113,2019-03-10 15:15:00
0,130,16,114,2019-03-10 15:30:00
0,105,13,92,2019-03-10 15:45:00
0,120,14,106,2019-03-10 16:00:00
0,132,16,116,2019-03-10 16:15:00
0,122,15,107,2019-03-10 16:30:00
0,114,14,100,2019-03-10 16:45:00
0,169,20,149,2019-03-10 17:00:00
0,164,20,144,2019-03-10 17:15:00
0,164,20,144,2019-03-10 17:30:00
0,154,18,136,2019-03-10 17:45:00
0,202,24,178,2019-03-10 18:00:00
0,190,23,167,2019-03-10 18:15:00
0,203,24,179,2019-03-10 18:30:00
0,183,22,161,2019-03-10 18:45:00
0,138,17,121,2019-03-10 19:00:00
0,149,18,131,2019-03-10 19:15:00
0,140,17,123,2019-03-10 19:30:00
0,154,18,136,2019-03-10 19:45:00
0,105,13,92,2019-03-10 20:00:00
0,93,11,82,2019-03-10 20:15:00
0,103,12,91,2019-03-10 20:30:00
0,98,12,86,2019-03-10 20:45:00
0,78,9,69,2019-03-10 21:00:00
0,63,8,55,2019-03-10 21:15:00
