id,type,latitude,longitude,slots,bikes,updateTime
2,BIKE,41.449721,2.139801,29,22,11/03/19 10:40:29
2,BIKE,41.449721,2.139801,29,11,07/03/19 17:41:35
2,BIKE,41.449721,2.139801,29,12,03/03/19 20:54:16
2,BIKE,41.449721,2.139801,29,16,03/03/19 12:39:09
2,BIKE,41.449721,2.139801,29,11,08/03/19 21:58:19
2,BIKE,41.449721,2.139801,29,17,09/03/19 14:03:46
2,BIKE,41.449721,2.139801,29,15,13/03/19 15:02:09
2,BIKE,41.449721,2.139801,29,14,12/03/19 19:11:21
2,BIKE,41.449721,2.139801,29,10,09/03/19 19:34:34
2,BIKE,41.449721,2.139801,29,13,02/03/19 21:25:52
2,BIKE,41.449721,2.139801,29,9,12/03/19 22:04:10
2,BIKE,41.449721,2.139801,29,21,08/03/19 08:12:09
2,BIKE,41.449721,2.139801,29,17,12/03/19 13:34:44
2,BIKE,41.449721,2.139801,29,6,11/03/19 21:24:30
2,BIKE,41.449721,2.139801,29,17,05/03/19 11:45:47
2,BIKE,41.449721,2.139801,29,22,06/03/19 06:28:43
2,BIKE,41.449721,2.139801,29,18,06/03/19 15:52:27
2,BIKE,41.449721,2.139801,29,14,04/03/19 18:45:40
2,BIKE,41.449721,2.139801,29,13,11/03/19 18:29:29
2,BIKE,41.449721,2.139801,29,10,06/03/19 19:21:51
2,BIKE,41.449721,2.139801,29,17,10/03/19 16:12:17
2,BIKE,41.449721,2.139801,29,23,08/03/19 08:17:11
2,BIKE,41.449721,2.139801,29,12,06/03/19 20:21:42
2,BIKE,41.449721,2.139801,29,16,10/03/19 13:21:08
2,BIKE,41.449721,2.139801,29,9,03/03/19 20:10:27
2,BIKE,41.449721,2.139801,29,14,08/03/19 19:28:22
2,BIKE,41.449721,2.139801,29,15,03/03/19 22:06:29
2,BIKE,41.449721,2.139801,29,23,02/03/19 06:52:26
2,BIKE,41.449721,2.139801,29,14,12/03/19 20:33:42
2,BIKE,41.449721,2.139801,29,15,12/03/19 16:05:34
2,BIKE,41.449721,2.139801,29,14,10/03/19 14:19:25
3,BIKE,41.437569,2.120944,26,13,13/03/19 19:15:07
3,BIKE,41.437569,2.120944,26,7,09/03/19 22:09:37
3,BIKE,41.437569,2.120944,26,14,02/03/19 14:28:05
3,BIKE,41.437569,2.120944,26,19,06/03/19 07:10:43
3,BIKE,41.437569,2.120944,26,13,04/03/19 18:09:51
3,BIKE,41.437569,2.120944,26,18,11/03/19 09:42:39
3,BIKE,41.437569,2.120944,26,18,03/03/19 09:25:10
3,BIKE,41.437569,2.120944,26,16,09/03/19 09:40:27
3,BIKE,41.437569,2.120944,26,16,12/03/19 09:28:42
3,BIKE,41.437569,2.120944,26,10,03/03/19 21:30:03
3,BIKE,41.437569,2.120944,26,14,13/03/19 12:18:37
3,BIKE,41.437569,2.120944,26,17,10/03/19 07:25:11
3,BIKE,41.437569,2.120944,26,16,01/03/19 09:28:21
3,BIKE,41.437569,2.120944,26,15,08/03/19 12:20:14
3,BIKE,41.437569,2.120944,26,13,05/03/19 11:49:34
3,BIKE,41.437569,2.120944,26,14,10/03/19 11:14:45
3,BIKE,41.437569,2.120944,26,7,03/03/19 22:13:15
3,BIKE,41.437569,2.120944,26,11,07/03/19 20:20:57
3,BIKE,41.437569,2.120944,26,14,07/03/19 15:47:38
3,BIKE,41.437569,2.120944,26,12,07/03/19 22:50:51
3,BIKE,41.437569,2.120944,26,14,13/03/19 11:33:52
3,BIKE,41.437569,2.120944,26,17,14/03/19 08:21:23
3,BIKE,41.437569,2.120944,26,18,01/03/19 10:38:58
3,BIKE,41.437569,2.120944,26,19,12/03/19 07:49:57
3,BIKE,41.437569,2.120944,26,9,03/03/19 22:14:26
3,BIKE,41.437569,2.120944,26,20,03/03/19 09:40:56
3,BIKE,41.437569,2.120944,26,14,07/03/19 13:42:54
3,BIKE,41.437569,2.120944,26,16,14/03/19 09:23:37
3,BIKE,41.437569,2.120944,26,7,08/03/19 22:08:15
3,BIKE,41.437569,2.120944,26,19,09/03/19 08:36:14
3,BIKE,41.437569,2.120944,26,15,11/03/19 14:12:06
3,BIKE,41.437569,2.120944,26,7,07/03/19 22:22:16
3,BIKE,41.437569,2.120944,26,13,07/03/19 14:32:34
3,BIKE,41.437569,2.120944,26,11,10/03/19 21:57:36
3,BIKE,41.437569,2.120944,26,11,02/03/19 21:08:24
3,BIKE,41.437569,2.120944,26,10,13/03/19 19:04:32
3,BIKE,41.437569,2.120944,26,13,05/03/19 18:32:51
3,BIKE,41.437569,2.120944,26,15,09/03/19 15:56:56
3,BIKE,41.437569,2.120944,26,11,14/03/19 15:02:02
3,BIKE,41.437569,2.120944,26,10,11/03/19 20:38:57
4,BIKE,41.382521,2.135392,30,18,11/03/19 13:01:48
4,BIKE,41.382521,2.135392,30,9,12/03/19 22:33:33
4,BIKE,41.382521,2.135392,30,8,02/03/19 20:07:29
4,BIKE,41.382521,2.135392,30,17,07/03/19 12:39:42
4,BIKE,41.382521,2.135392,30,19,12/03/19 12:21:41
4,BIKE,41.382521,2.135392,30,16,04/03/19 18:39:43
4,BIKE,41.382521,2.135392,30,7,05/03/19 21:15:55
4,BIKE,41.382521,2.135392,30,26,13/03/19 07:04:01
4,BIKE,41.382521,2.135392,30,20,11/03/19 07:10:04
4,BIKE,41.382521,2.135392,30,21,04/03/19 10:16:31
4,BIKE,41.382521,2.135392,30,19,01/03/19 13:09:18
4,BIKE,41.382521,2.135392,30,23,07/03/19 08:11:52
4,BIKE,41.382521,2.135392,30,17,13/03/19 14:32:36
4,BIKE,41.382521,2.135392,30,14,08/03/19 15:26:33
4,BIKE,41.382521,2.135392,30,12,03/03/19 22:49:59
4,BIKE,41.382521,2.135392,30,12,07/03/19 18:29:28
4,BIKE,41.382521,2.135392,30,15,07/03/19 10:32:31
4,BIKE,41.382521,2.135392,30,18,09/03/19 19:42:13
4,BIKE,41.382521,2.135392,30,14,10/03/19 19:51:03
4,BIKE,41.382521,2.135392,30,18,04/03/19 17:35:58
4,BIKE,41.382521,2.135392,30,13,08/03/19 17:02:53
4,BIKE,41.382521,2.135392,30,21,07/03/19 11:27:50
4,BIKE,41.382521,2.135392,30,16,03/03/19 18:01:52
4,BIKE,41.382521,2.135392,30,24,07/03/19 08:36:41
4,BIKE,41.382521,2.135392,30,15,02/03/19 16:03:23
4,BIKE,41.382521,2.135392,30,9,03/03/19 21:32:13
4,BIKE,41.382521,2.135392,30,10,04/03/19 22:08:39
4,BIKE,41.382521,2.135392,30,15,14/03/19 11:51:11
4,BIKE,41.382521,2.135392,30,16,01/03/19 11:05:15
4,BIKE,41.382521,2.135392,30,15,13/03/19 16:39:29
4,BIKE,41.382521,2.135392,30,16,04/03/19 12:42:56
4,BIKE,41.382521,2.135392,30,13,14/03/19 18:16:40
4,BIKE,41.382521,2.135392,30,20,02/03/19 09:35:51
4,BIKE,41.382521,2.135392,30,24,09/03/19 08:19:06
4,BIKE,41.382521,2.135392,30,25,07/03/19 06:15:00
4,BIKE,41.382521,2.135392,30,17,04/03/19 13:15:51
4,BIKE,41.382521,2.135392,30,22,05/03/19 09:00:10
4,BIKE,41.382521,2.135392,30,17,06/03/19 11:40:14
4,BIKE,41.382521,2.135392,30,11,09/03/19 21:04:31
4,BIKE,41.382521,2.135392,30,14,11/03/19 19:11:40
5,BIKE,41.390017,2.175363,42,14,04/03/19 20:05:02
5,BIKE,41.390017,2.175363,42,20,06/03/19 16:48:36
5,BIKE,41.390017,2.175363,42,27,01/03/19 07:31:35
5,BIKE,41.390017,2.175363,42,19,04/03/19 18:28:33
5,BIKE,41.390017,2.175363,42,25,05/03/19 16:34:06
5,BIKE,41.390017,2.175363,42,14,12/03/19 21:48:39
5,BIKE,41.390017,2.175363,42,24,11/03/19 14:37:59
5,BIKE,41.390017,2.175363,42,27,11/03/19 08:30:53
5,BIKE,41.390017,2.175363,42,18,04/03/19 16:18:04
5,BIKE,41.390017,2.175363,42,21,04/03/19 13:31:51
5,BIKE,41.390017,2.175363,42,24,06/03/19 17:59:39
5,BIKE,41.390017,2.175363,42,31,06/03/19 12:34:52
5,BIKE,41.390017,2.175363,42,27,11/03/19 11:28:50
5,BIKE,41.390017,2.175363,42,28,13/03/19 08:53:49
5,BIKE,41.390017,2.175363,42,16,06/03/19 22:03:15
5,BIKE,41.390017,2.175363,42,18,04/03/19 18:03:27
5,BIKE,41.390017,2.175363,42,26,13/03/19 13:47:55
5,BIKE,41.390017,2.175363,42,29,08/03/19 09:56:03
5,BIKE,41.390017,2.175363,42,22,13/03/19 16:03:32
5,BIKE,41.390017,2.175363,42,26,06/03/19 13:01:48
5,BIKE,41.390017,2.175363,42,20,05/03/19 16:00:31
5,BIKE,41.390017,2.175363,42,29,01/03/19 07:34:25
5,BIKE,41.390017,2.175363,42,24,11/03/19 09:08:48
5,BIKE,41.390017,2.175363,42,18,07/03/19 18:33:44
5,BIKE,41.390017,2.175363,42,27,04/03/19 07:39:31
5,BIKE,41.390017,2.175363,42,20,07/03/19 17:00:26
5,BIKE,41.390017,2.175363,42,23,02/03/19 12:52:12
5,BIKE,41.390017,2.175363,42,32,14/03/19 06:15:53
5,BIKE,41.390017,2.175363,42,20,07/03/19 18:33:36
5,BIKE,41.390017,2.175363,42,16,05/03/19 17:21:16
5,BIKE,41.390017,2.175363,42,16,09/03/19 19:20:58
5,BIKE,41.390017,2.175363,42,13,12/03/19 21:24:33
5,BIKE,41.390017,2.175363,42,21,14/03/19 18:00:51
5,BIKE,41.390017,2.175363,42,21,10/03/19 20:25:45
5,BIKE,41.390017,2.175363,42,33,03/03/19 07:15:38
5,BIKE,41.390017,2.175363,42,15,06/03/19 21:21:19
5,BIKE,41.390017,2.175363,42,19,10/03/19 21:09:42
5,BIKE,41.390017,2.175363,42,16,12/03/19 17:20:07
5,BIKE,41.390017,2.175363,42,22,07/03/19 19:41:41
5,BIKE,41.390017,2.175363,42,17,12/03/19 18:59:53
6,BIKE,41.447355,2.136049,30,7,02/03/19 20:11:03
6,BIKE,41.447355,2.136049,30,16,05/03/19 21:52:58
6,BIKE,41.447355,2.136049,30,19,14/03/19 14:36:36
6,BIKE,41.447355,2.136049,30,11,03/03/19 19:06:32
6,BIKE,41.447355,2.136049,30,12,10/03/19 21:00:46
6,BIKE,41.447355,2.136049,30,18,03/03/19 11:53:01
6,BIKE,41.447355,2.136049,30,23,02/03/19 06:14:59
6,BIKE,41.447355,2.136049,30,18,03/03/19 08:06:47
6,BIKE,41.447355,2.136049,30,21,13/03/19 06:39:38
6,BIKE,41.447355,2.136049,30,18,14/03/19 13:42:16
6,BIKE,41.447355,2.136049,30,23,02/03/19 06:53:29
6,BIKE,41.447355,2.136049,30,22,10/03/19 10:30:44
6,BIKE,41.447355,2.136049,30,20,02/03/19 10:18:03
6,BIKE,41.447355,2.136049,30,18,12/03/19 18:19:38
6,BIKE,41.447355,2.136049,30,18,05/03/19 10:12:46
6,BIKE,41.447355,2.136049,30,11,01/03/19 22:38:40
6,BIKE,41.447355,2.136049,30,17,14/03/19 09:56:14
6,BIKE,41.447355,2.136049,30,8,13/03/19 22:05:20
6,BIKE,41.447355,2.136049,30,18,01/03/19 15:23:00
6,BIKE,41.447355,2.136049,30,18,06/03/19 10:21:59
6,BIKE,41.447355,2.136049,30,23,13/03/19 06:04:55
6,BIKE,41.447355,2.136049,30,19,05/03/19 11:35:56
6,BIKE,41.447355,2.136049,30,13,09/03/19 16:58:35
6,BIKE,41.447355,2.136049,30,21,13/03/19 07:16:47
6,BIKE,41.447355,2.136049,30,20,01/03/19 08:43:33
6,BIKE,41.447355,2.136049,30,21,07/03/19 07:54:54
6,BIKE,41.447355,2.136049,30,16,08/03/19 17:16:08
6,BIKE,41.447355,2.136049,30,23,13/03/19 07:55:01
6,BIKE,41.447355,2.136049,30,21,07/03/19 06:44:43
6,BIKE,41.447355,2.136049,30,16,12/03/19 13:38:28
6,BIKE,41.447355,2.136049,30,19,08/03/19 11:11:33
6,BIKE,41.447355,2.136049,30,16,07/03/19 15:16:51
6,BIKE,41.447355,2.136049,30,13,11/03/19 21:06:22
6,BIKE,41.447355,2.136049,30,17,12/03/19 20:53:38
6,BIKE,41.447355,2.136049,30,17,10/03/19 15:48:08
6,BIKE,41.447355,2.136049,30,15,09/03/19 16:05:29
6,BIKE,41.447355,2.136049,30,12,14/03/19 19:31:49
6,BIKE,41.447355,2.136049,30,16,09/03/19 13:12:33
6,BIKE,41.447355,2.136049,30,13,03/03/19 17:45:27
6,BIKE,41.447355,2.136049,30,18,13/03/19 09:34:56
7,BIKE,41.360527,2.149563,36,17,12/03/19 16:56:56
7,BIKE,41.360527,2.149563,36,22,06/03/19 10:43:35
7,BIKE,41.360527,2.149563,36,26,06/03/19 09:06:20
7,BIKE,41.360527,2.149563,36,15,10/03/19 18:22:46
7,BIKE,41.360527,2.149563,36,18,11/03/19 15:34:14
7,BIKE,41.360527,2.149563,36,19,10/03/19 12:54:04
7,BIKE,41.360527,2.149563,36,31,13/03/19 06:22:35
7,BIKE,41.360527,2.149563,36,24,01/03/19 10:11:07
7,BIKE,41.360527,2.149563,36,19,14/03/19 19:16:13
7,BIKE,41.360527,2.149563,36,22,07/03/19 13:14:18
7,BIKE,41.360527,2.149563,36,16,04/03/19 22:09:29
7,BIKE,41.360527,2.149563,36,13,04/03/19 21:20:25
7,BIKE,41.360527,2.149563,36,16,07/03/19 20:14:42
7,BIKE,41.360527,2.149563,36,33,05/03/19 06:30:33
7,BIKE,41.360527,2.149563,36,24,14/03/19 06:53:44
7,BIKE,41.360527,2.149563,36,21,07/03/19 15:57:03
7,BIKE,41.360527,2.149563,36,26,14/03/19 11:09:49
7,BIKE,41.360527,2.149563,36,15,10/03/19 20:34:59
7,BIKE,41.360527,2.149563,36,24,06/03/19 11:40:50
7,BIKE,41.360527,2.149563,36,28,06/03/19 08:09:04
7,BIKE,41.360527,2.149563,36,25,14/03/19 07:31:32
7,BIKE,41.360527,2.149563,36,23,10/03/19 11:12:52
7,BIKE,41.360527,2.149563,36,16,06/03/19 16:21:25
7,BIKE,41.360527,2.149563,36,24,11/03/19 08:19:30
7,BIKE,41.360527,2.149563,36,14,06/03/19 19:48:27
7,BIKE,41.360527,2.149563,36,22,04/03/19 11:14:40
7,BIKE,41.360527,2.149563,36,23,11/03/19 11:32:11
7,BIKE,41.360527,2.149563,36,18,02/03/19 17:35:13
7,BIKE,41.360527,2.149563,36,11,07/03/19 20:19:08
7,BIKE,41.360527,2.149563,36,25,06/03/19 13:55:42
7,BIKE,41.360527,2.149563,36,18,07/03/19 19:19:35
7,BIKE,41.360527,2.149563,36,24,03/03/19 11:19:57
7,BIKE,41.360527,2.149563,36,24,06/03/19 08:41:02
7,BIKE,41.360527,2.149563,36,14,02/03/19 20:29:24
7,BIKE,41.360527,2.149563,36,17,07/03/19 19:43:58
7,BIKE,41.360527,2.149563,36,17,11/03/19 18:09:09
7,BIKE,41.360527,2.149563,36,10,02/03/19 21:08:56
7,BIKE,41.360527,2.149563,36,21,03/03/19 14:44:28
7,BIKE,41.360527,2.149563,36,31,01/03/19 09:23:35
7,BIKE,41.360527,2.149563,36,15,12/03/19 15:51:03
8,BIKE,41.442123,2.120299,20,12,11/03/19 15:14:39
8,BIKE,41.442123,2.120299,20,12,01/03/19 12:14:58
8,BIKE,41.442123,2.120299,20,10,08/03/19 16:51:48
8,BIKE,41.442123,2.120299,20,15,07/03/19 10:21:04
8,BIKE,41.442123,2.120299,20,9,10/03/19 16:06:33
8,BIKE,41.442123,2.120299,20,9,06/03/19 19:13:45
8,BIKE,41.442123,2.120299,20,16,12/03/19 07:46:13
8,BIKE,41.442123,2.120299,20,11,08/03/19 13:15:55
8,BIKE,41.442123,2.120299,20,9,04/03/19 17:33:04
8,BIKE,41.442123,2.120299,20,15,08/03/19 06:50:49
8,BIKE,41.442123,2.120299,20,9,04/03/19 16:36:13
8,BIKE,41.442123,2.120299,20,9,08/03/19 21:45:24
8,BIKE,41.442123,2.120299,20,7,04/03/19 20:58:51
8,BIKE,41.442123,2.120299,20,11,07/03/19 17:17:53
8,BIKE,41.442123,2.120299,20,7,05/03/19 19:52:14
8,BIKE,41.442123,2.120299,20,13,08/03/19 12:33:43
8,BIKE,41.442123,2.120299,20,12,11/03/19 11:12:51
8,BIKE,41.442123,2.120299,20,11,10/03/19 07:07:43
8,BIKE,41.442123,2.120299,20,9,06/03/19 18:19:57
8,BIKE,41.442123,2.120299,20,11,07/03/19 11:08:20
8,BIKE,41.442123,2.120299,20,7,05/03/19 20:46:22
8,BIKE,41.442123,2.120299,20,13,05/03/19 13:33:16
8,BIKE,41.442123,2.120299,20,6,09/03/19 21:02:01
8,BIKE,41.442123,2.120299,20,13,11/03/19 08:52:48
8,BIKE,41.442123,2.120299,20,16,03/03/19 08:35:40
8,BIKE,41.442123,2.120299,20,13,04/03/19 11:26:31
8,BIKE,41.442123,2.120299,20,17,02/03/19 06:08:05
8,BIKE,41.442123,2.120299,20,11,14/03/19 14:28:59
8,BIKE,41.442123,2.120299,20,8,10/03/19 17:55:32
8,BIKE,41.442123,2.120299,20,9,03/03/19 17:35:49
8,BIKE,41.442123,2.120299,20,15,11/03/19 09:27:22
8,BIKE,41.442123,2.120299,20,15,05/03/19 08:36:30
8,BIKE,41.442123,2.120299,20,11,05/03/19 15:33:02
8,BIKE,41.442123,2.120299,20,10,07/03/19 16:37:23
8,BIKE,41.442123,2.120299,20,7,09/03/19 22:11:47
8,BIKE,41.442123,2.120299,20,7,10/03/19 21:08:10
8,BIKE,41.442123,2.120299,20,14,01/03/19 12:00:43
8,BIKE,41.442123,2.120299,20,14,11/03/19 08:49:23
8,BIKE,41.442123,2.120299,20,12,06/03/19 10:00:27
8,BIKE,41.442123,2.120299,20,7,13/03/19 20:15:13
9,BIKE,41.439707,2.186404,28,17,09/03/19 13:35:42
9,BIKE,41.439707,2.186404,28,11,14/03/19 22:29:20
9,BIKE,41.439707,2.186404,28,13,04/03/19 17:54:32
9,BIKE,41.439707,2.186404,28,13,10/03/19 16:12:48
9,BIKE,41.439707,2.186404,28,20,05/03/19 07:06:52
9,BIKE,41.439707,2.186404,28,11,13/03/19 16:09:34
9,BIKE,41.439707,2.186404,28,15,09/03/19 12:29:57
9,BIKE,41.439707,2.186404,28,13,11/03/19 20:17:06
9,BIKE,41.439707,2.186404,28,19,09/03/19 08:27:18
9,BIKE,41.439707,2.186404,28,20,11/03/19 09:41:03
9,BIKE,41.439707,2.186404,28,15,03/03/19 17:19:53
9,BIKE,41.439707,2.186404,28,14,04/03/19 17:39:07
9,BIKE,41.439707,2.186404,28,11,10/03/19 20:01:31
9,BIKE,41.439707,2.186404,28,19,03/03/19 14:32:11
9,BIKE,41.439707,2.186404,28,18,02/03/19 12:54:01
9,BIKE,41.439707,2.186404,28,17,08/03/19 11:56:00
9,BIKE,41.439707,2.186404,28,18,14/03/19 12:34:58
9,BIKE,41.439707,2.186404,28,14,05/03/19 17:58:57
9,BIKE,41.439707,2.186404,28,13,03/03/19 15:14:42
9,BIKE,41.439707,2.186404,28,18,11/03/19 11:17:18
9,BIKE,41.439707,2.186404,28,19,04/03/19 09:26:25
9,BIKE,41.439707,2.186404,28,9,11/03/19 18:30:06
9,BIKE,41.439707,2.186404,28,18,03/03/19 10:49:20
9,BIKE,41.439707,2.186404,28,18,03/03/19 09:26:46
9,BIKE,41.439707,2.186404,28,17,14/03/19 11:02:36
9,BIKE,41.439707,2.186404,28,8,09/03/19 20:41:50
9,BIKE,41.439707,2.186404,28,15,05/03/19 13:13:08
9,BIKE,41.439707,2.186404,28,14,07/03/19 16:52:30
9,BIKE,41.439707,2.186404,28,20,09/03/19 07:12:50
9,BIKE,41.439707,2.186404,28,16,01/03/19 11:17:16
9,BIKE,41.439707,2.186404,28,14,14/03/19 18:08:40
9,BIKE,41.439707,2.186404,28,10,07/03/19 19:18:42
9,BIKE,41.439707,2.186404,28,14,14/03/19 15:36:37
9,BIKE,41.439707,2.186404,28,13,12/03/19 20:16:23
9,BIKE,41.439707,2.186404,28,16,01/03/19 11:02:20
9,BIKE,41.439707,2.186404,28,19,12/03/19 08:35:58
9,BIKE,41.439707,2.186404,28,22,08/03/19 07:44:08
9,BIKE,41.439707,2.186404,28,18,13/03/19 09:06:57
9,BIKE,41.439707,2.186404,28,12,09/03/19 18:25:22
9,BIKE,41.439707,2.186404,28,11,04/03/19 21:04:03
10,BIKE,41.406793,2.132357,26,20,10/03/19 08:01:24
10,BIKE,41.406793,2.132357,26,11,05/03/19 14:22:29
10,BIKE,41.406793,2.132357,26,17,05/03/19 08:17:28
10,BIKE,41.406793,2.132357,26,9,09/03/19 20:52:48
10,BIKE,41.406793,2.132357,26,16,05/03/19 08:00:02
10,BIKE,41.406793,2.132357,26,12,14/03/19 16:38:24
10,BIKE,41.406793,2.132357,26,18,01/03/19 07:44:03
10,BIKE,41.406793,2.132357,26,12,06/03/19 18:25:52
10,BIKE,41.406793,2.132357,26,8,01/03/19 21:30:47
10,BIKE,41.406793,2.132357,26,12,11/03/19 18:14:05
10,BIKE,41.406793,2.132357,26,18,08/03/19 10:15:42
10,BIKE,41.406793,2.132357,26,9,03/03/19 20:03:12
10,BIKE,41.406793,2.132357,26,16,02/03/19 11:54:30
10,BIKE,41.406793,2.132357,26,14,11/03/19 18:01:35
10,BIKE,41.406793,2.132357,26,11,03/03/19 20:08:52
10,BIKE,41.406793,2.132357,26,13,12/03/19 14:43:52
10,BIKE,41.406793,2.132357,26,13,05/03/19 16:27:04
10,BIKE,41.406793,2.132357,26,9,08/03/19 20:30:31
10,BIKE,41.406793,2.132357,26,18,01/03/19 09:17:14
10,BIKE,41.406793,2.132357,26,21,08/03/19 06:09:58
10,BIKE,41.406793,2.132357,26,14,01/03/19 13:47:10
10,BIKE,41.406793,2.132357,26,17,04/03/19 09:07:52
10,BIKE,41.406793,2.132357,26,12,13/03/19 21:17:18
10,BIKE,41.406793,2.132357,26,10,14/03/19 20:45:08
10,BIKE,41.406793,2.132357,26,16,07/03/19 12:17:14
10,BIKE,41.406793,2.132357,26,15,13/03/19 11:57:47
10,BIKE,41.406793,2.132357,26,10,03/03/19 18:10:27
10,BIKE,41.406793,2.132357,26,14,09/03/19 13:31:11
10,BIKE,41.406793,2.132357,26,22,10/03/19 07:32:58
10,BIKE,41.406793,2.132357,26,12,13/03/19 17:30:05
10,BIKE,41.406793,2.132357,26,11,01/03/19 18:46:29
10,BIKE,41.406793,2.132357,26,18,09/03/19 07:02:17
10,BIKE,41.406793,2.132357,26,11,04/03/19 19:32:24
10,BIKE,41.406793,2.132357,26,15,06/03/19 15:47:39
10,BIKE,41.406793,2.132357,26,11,14/03/19 20:03:46
10,BIKE,41.406793,2.132357,26,14,10/03/19 20:32:34
10,BIKE,41.406793,2.132357,26,13,13/03/19 17:26:22
10,BIKE,41.406793,2.132357,26,19,03/03/19 11:24:25
10,BIKE,41.406793,2.132357,26,16,09/03/19 12:32:12
10,BIKE,41.406793,2.132357,26,13,13/03/19 18:37:43
11,BIKE,41.390303,2.141408,24,15,02/03/19 07:42:41
11,BIKE,41.390303,2.141408,24,16,13/03/19 09:53:23
11,BIKE,41.390303,2.141408,24,13,05/03/19 14:39:55
11,BIKE,41.390303,2.141408,24,8,06/03/19 22:59:29
11,BIKE,41.390303,2.141408,24,8,01/03/19 18:39:42
11,BIKE,41.390303,2.141408,24,11,12/03/19 19:16:32
11,BIKE,41.390303,2.141408,24,16,04/03/19 09:08:34
11,BIKE,41.390303,2.141408,24,15,14/03/19 10:04:17
11,BIKE,41.390303,2.141408,24,15,01/03/19 10:16:43
11,BIKE,41.390303,2.141408,24,10,02/03/19 18:07:37
11,BIKE,41.390303,2.141408,24,13,02/03/19 15:41:16
11,BIKE,41.390303,2.141408,24,14,10/03/19 09:41:37
11,BIKE,41.390303,2.141408,24,9,09/03/19 18:36:05
11,BIKE,41.390303,2.141408,24,12,03/03/19 16:22:19
11,BIKE,41.390303,2.141408,24,9,02/03/19 21:27:52
11,BIKE,41.390303,2.141408,24,12,04/03/19 15:15:20
11,BIKE,41.390303,2.141408,24,16,03/03/19 08:55:25
11,BIKE,41.390303,2.141408,24,8,11/03/19 21:00:43
11,BIKE,41.390303,2.141408,24,16,13/03/19 09:19:39
11,BIKE,41.390303,2.141408,24,20,06/03/19 06:34:27
11,BIKE,41.390303,2.141408,24,9,05/03/19 19:10:53
11,BIKE,41.390303,2.141408,24,16,08/03/19 13:51:20
